artist,gender,category,genre,
Scrilla,male,African-American_male_rappers,atl trap,
Seal,male,English_male_singers,"british soul, soft rock",
Seaman Dan,male,Australian_male_singers,australian indigenous,
Sean Combs,male,African-American_male_rappers,,
Sean Conlon,male,English_male_singers,,
Sean Costello,male,American_male_guitarists,"blues, electric blues, modern blues",
Sean Danielsen,male,American_male_guitarists,,
Sean Garrett,male,African-American_male_singers,pop rap,
Sean Grandillo,male,American_male_singers,,
Sean Hogan,male,Canadian_male_singers,canadian country,
Sean Jones,male,Canadian_male_singers,"canadian pop, jazz trumpet",
Sean Kelly,male,Australian_male_singers,,
Sean Kingston,male,African-American_male_rappers,"dance pop, miami hip hop, pop, post-teen pop, urban contemporary",
Sean Levert,male,American_male_singers,"new jack swing, urban contemporary",
Sean Maguire,male,English_male_singers,jig and reel,
Sean McConnell,male,American_country_singers,"folk-pop, texas country",
Sean McGowan,male,American_male_rappers,southampton indie,
Sean Nelson,male,American_male_singer-songwriters,,
Sean Nicholas Savage,male,Canadian_male_singers,"art pop, shimmer psych",
Sean O'Hagan,male,Male_guitarists,chamber pop,
Sean Palmer,male,American_male_singers,,
Sean Patrick McGraw,male,American_country_singers,,
Sean Price,male,African-American_male_rappers,"alternative hip hop, boom bap, hardcore hip hop, hip hop, southern hip hop, turntablism, underground rap",
Sean Rowe,male,American_male_guitarists,albany ny indie,
Sean Watkins,male,American_male_guitarists,progressive bluegrass,
Sean Welch,male,Male_guitarists,,
Seasick Steve,male,American_male_guitarists,"blues rock, country blues, modern blues, modern blues rock, texas blues",
Sebastian,male,African-American_male_rappers,"baroque, classical, early music, german baroque",
Sebastian Croft,male,British_male_singers,,
Sebastian J.,male,Male_songwriters,"baroque, classical, early music, german baroque",
Sebastian Karlsson,male,Swedish_male_singers,,
Sebastian Pigott,male,Canadian_male_singers,,
Sebastian Schneider,male,Male_guitarists,,
Sebastien Grainger,male,Canadian_male_singers,,
Sebastián Yatra,male,American_male_singers,"colombian pop, latin, reggaeton",
Sebastião Tapajós,male,Male_guitarists,"brazilian composition, choro, violao",
Seda Aznavour,female,French_female_singers,,
Seela Misra,female,American_female_singer-songwriters,,
Seinabo Sey,female,Swedish_female_singers,"swedish electropop, swedish pop, swedish soul",
Selan,male,American_male_singers,,
Selena,female,American_female_pop_singers,"dance pop, pop, post-teen pop",
Selena Gomez,female,American_female_pop_singers,"dance pop, pop, post-teen pop",
Selene Vigil-Wilk,female,American_female_singers,,
Self Jupiter,male,African-American_male_rappers,,
Selina Dolaro,female,English_female_singers,,
Selina Martin,female,Canadian_female_singers,toronto indie,
Selwyn,male,Australian_male_singers,soul blues,
Selwyn Birchwood,male,American_male_guitarists,soul blues,
Sen Dog,male,American_male_rappers,rap metal,
Senait Ashenafi,female,American_female_singers,,
Sera Cahoone,female,American_female_country_singers,indie folk,
Serafina Steer,female,English_female_singers,etherpop,
Serayah,female,African-American_female_singers,deep pop r&b,
Serena Ryder,female,Canadian_female_pop_singers,"canadian indie, canadian pop, canadian singer-songwriter, lilith, ontario indie, pop quebecois",
Serge Fiori,male,Canadian_male_singers,prog quebec,
Serge Gainsbourg,male,French_male_singers,"chanson, french rock",
Serge Lama,male,French_male_singers,"chanson, ye ye",
Serge Reggiani,male,French_male_singers,chanson,
Serge Teyssot-Gay,male,Male_guitarists,,
Sergei Orekhov,male,Male_guitarists,,
Sergey Kalugin,male,Male_guitarists,,
Sergey Mavrin,male,Male_guitarists,,
Sergio Bardotti,male,Male_songwriters,,
Sergio Bruni,male,Male_songwriters,canzone napoletana,
Sergio Cammariere,male,Male_songwriters,"classic italian pop, italian pop",
Sergio Caputo,male,Male_guitarists,"classic italian pop, italian pop",
Sergio Vallín,male,Male_guitarists,,
Serius Jones,male,African-American_male_rappers,"battle rap, new jersey rap",
Set Teitan,male,Male_guitarists,,
Seth Ennis,male,American_country_singers,"contemporary country, country pop",
Seth Glier,male,American_male_singer-songwriters,western mass indie,
Seth Justman,male,American_male_singers,,
Seth MacFarlane,male,American_male_singer-songwriters,adult standards,
Seth Malvin,male,American_male_guitarists,,
Seth Putnam,male,American_male_singers,,
Seth Walker,male,American_male_guitarists,"deep new americana, modern blues, modern funk",
Sevyn Streeter,female,African-American_female_singer-songwriters,"alternative r&b, dance pop, deep pop r&b, hip pop, indie r&b, pop, pop rap, r&b, rap, trap queen, urban contemporary",
Seymour Bybuss,male,English_male_singers,,
Seymour Hicks,male,English_male_singers,,
Seán Cannon,male,Male_guitarists,,
Sha Stimuli,male,African-American_male_rappers,,
Shabaam Sahdeeq,male,African-American_male_rappers,boom bap,
Shabazz the Disciple,male,African-American_male_rappers,wu fam,
Shad Star,male,English_male_singers,,
Shadia Mansour,female,English_female_rappers,"arabic hip hop, palestinian pop",
Shady Nate,male,African-American_male_rappers,"bay area hip hop, cali rap, hyphy, west coast trap",
Shae Jones,female,African-American_female_singer-songwriters,,
Shaggy,male,American_male_singers,"dance pop, pop rap, reggae fusion",
Shahab Tiam,male,American_male_singers,persian pop,
Shaheen Jafargholi,male,British_male_singers,,
Shaheen Sheik,female,American_female_singer-songwriters,,
Shahin Badar,female,English_female_singers,,
Shahrzad Sepanlou,female,American_female_singers,"classic persian pop, persian alternative",
Shai Linne,male,African-American_male_rappers,"christian hip hop, roots worship",
Shakey Jake Harris,male,American_male_singers,chicago blues,
Shakila Karim,female,English_female_singers,,
Shakin' Stevens,male,Welsh_male_singers,"europop, new wave pop, rock-and-roll, rockabilly",
Shakir Pichler,male,Australian_male_singers,,
Shakka,male,British_male_singers,uk hip hop,
Shana,female,American_female_country_singers,contemporary gospel,
Shana Cleveland,female,American_female_guitarists,modern psychedelic folk,
Shana Morrison,female,American_female_singer-songwriters,,
Shandi Sinnamon,female,American_female_singer-songwriters,,
Shane Alexander,male,American_male_singer-songwriters,,
Shane Dawson,male,American_male_singers,"parody, social media pop",
Shane Dunlap,male,American_male_singers,,
Shane Harper,male,American_male_singer-songwriters,post-teen pop,
Shane MacGowan,male,English_male_singers,irish singer-songwriter,
Shane McAnally,male,American_country_singers,,
Shane Minor,male,American_country_singers,,
Shane Richie,male,English_male_singers,,
Shane Sellers,male,American_country_singers,,
Shane Shu,male,Canadian_male_singers,,
Shane Simpson,male,Male_guitarists,,
Shane Speal,male,American_male_guitarists,,
Shane Stockton,male,American_country_singers,,
Shane Yellowbird,male,Canadian_male_singers,"alberta country, canadian country",
Shani Rigsbee,female,American_female_singer-songwriters,,
Shani Wallis,female,American_female_singers,,
Shania Twain,female,Canadian_female_pop_singers,"canadian country, canadian pop, country, country dawn, dance pop",
Shanice,female,African-American_female_singer-songwriters,"hip pop, new jack swing, quiet storm, r&b, urban contemporary",
Shanice Williams,female,African-American_female_singers,,
Shanir Ezra Blumenkranz,male,American_male_guitarists,,
Shanley Del,female,Australian_female_singers,,
Shannon,female,African-American_female_singers,,
Shannon Bex,female,American_female_pop_singers,,
Shannon Brown,female,American_female_country_singers,"deep contemporary country, modern country rock",
Shannon Chan-Kent,female,Canadian_female_singers,,
Shannon Conley,female,American_female_singer-songwriters,,
Shannon Curfman,female,American_female_guitarists,modern blues,
Shannon Curtis,female,American_female_singer-songwriters,,
Shannon Hoon,male,American_male_guitarists,,
Shannon Lawson,male,American_country_singers,deep contemporary country,
Shannon Leto,male,American_male_guitarists,,
Shannon Magrane,female,American_female_singers,,
Shannon McNally,female,American_female_singer-songwriters,"alternative americana, alternative country, canadian singer-songwriter, folk, lilith, new americana",
Shannon Noll,male,Australian_male_singers,"australian country, australian pop, australian rock",
Shannon Rubicam,female,American_female_singers,,
Shannon Saunders,female,English_female_singers,movie tunes,
Shannon Selberg,male,American_male_guitarists,,
Shannon Stephens,female,American_female_singer-songwriters,,
Shannon Thunderbird,female,Canadian_female_singers,,
Shannon Worrell,female,American_female_singers,charlottesville indie,
Shannon Wright,female,American_female_guitarists,melancholia,
Shapla Salique,female,British_female_singers,,
Shaquille O'Neal,male,African-American_male_rappers,new jersey rap,
Shara Nelson,female,English_female_singers,,
Shara Nova,female,American_female_guitarists,,
Shardé Thomas,female,American_female_singers,,
Share Pedersen,female,American_female_guitarists,,
Shareefa,female,African-American_female_singers,"hip pop, r&b, urban contemporary",
Sharissa,female,African-American_female_singer-songwriters,,
Shark,male,American_male_guitarists,australian pop,
Sharkey McEwen,male,American_male_guitarists,,
Sharleen Spiteri,female,Female_rock_singers,new wave pop,
Sharna Bass,female,English_female_singers,"indie r&b, uk contemporary r&b",
Sharnee Fenwick,female,Australian_female_singers,,
Sharni Vinson,female,Australian_female_singers,,
Sharon Aguilar,female,American_female_guitarists,,
Sharon Anderson,female,Canadian_female_singers,canadian country,
Sharon Azrieli,female,Canadian_female_singers,,
Sharon Brown,female,American_female_singers,,
Sharon Burch,female,American_female_singers,"native american, navajo",
Sharon Cheslow,female,American_female_guitarists,,
Sharon Corr,female,Irish_female_singers,bow pop,
Sharon Coste,female,Canadian_female_singers,,
Sharon Isbin,female,American_female_guitarists,classical guitar,
Sharon Knight,female,American_female_singers,"geek folk, neo-pagan",
Sharon Redd,female,American_female_singers,"deep disco, disco, post-disco, post-disco soul",
Sharon Robinson,female,American_female_singer-songwriters,audiophile vocal,
Sharon Sheeley,female,American_female_singer-songwriters,,
Sharon Van Etten,female,American_female_rock_singers,"art pop, chamber pop, chamber psych, dream pop, electropop, freak folk, indie folk, indie pop, indie rock, melancholia, new americana, new jersey indie, stomp and holler",
Sharon Vaughn,female,American_female_country_singers,,
Sharon White,female,American_female_country_singers,,
Sharon-Lee Lane,female,Australian_female_singers,,
Sharrie Williams,female,American_female_singers,,
Shaun Cassidy,male,American_male_singer-songwriters,bubblegum pop,
Shaun Kirk,male,Australian_male_singers,,
Shaun Reynolds,male,British_male_singers,viral pop,
Shaun Ryder,male,English_male_singers,madchester,
Shauna Burns,female,American_female_singer-songwriters,,
Shauna Jensen,female,Australian_female_singers,,
Shaunna Hall,female,American_female_guitarists,p funk,
Shawn Camp,male,American_country_singers,arkansas country,
Shawn Chrystopher,male,African-American_male_rappers,soul flow,
Shawn Colvin,female,American_female_guitarists,"ectofolk, folk, folk rock, lilith, new wave pop, pop rock, singer-songwriter",
Shawn Crahan,male,American_male_singers,,
Shawn Craver,male,American_male_singers,,
Shawn Desman,male,Canadian_male_singers,canadian pop,
Shawn Elliott,male,American_male_singers,,
Shawn Emanuel,male,British_male_singers,,
Shawn Fonteno,male,African-American_male_rappers,,
Shawn Harris,male,American_male_guitarists,,
Shawn Hook,male,Canadian_male_singers,canadian pop,
Shawn Jones,male,American_male_singer-songwriters,contemporary gospel,
Shawn Lane,male,American_male_guitarists,"instrumental rock, neo classical metal, shred",
Shawn Mendes,male,Canadian_male_singers,"canadian pop, dance pop, pop, post-teen pop, viral pop",
Shawn Mullins,male,American_country_singers,pop rock,
Shawn Phillips,male,American_male_guitarists,folk,
Shawn Smith,male,American_male_singers,,
Shawna Russell,female,American_female_country_singers,country dawn,
Shawnee Smith,female,American_female_country_singers,,
Shawty Lo,male,African-American_male_rappers,"atl hip hop, dirty south rap, gangster rap, pop rap, rap, southern hip hop, trap",
Shawty Redd,male,African-American_male_rappers,"atl hip hop, southern hip hop, trap",
Shaye Cogan,female,American_female_singers,,
Shayna Rose,female,American_female_singers,,
Shayne Ward,male,English_male_singers,"europop, talent show",
Shaznay Lewis,female,English_female_pop_singers,british soul,
Shea Fisher,female,Australian_female_singers,australian country,
Shea Rose,female,American_female_singer-songwriters,,
Shealeigh,female,American_female_pop_singers,,
Sheb Wooley,male,American_country_singers,"comic, novelty",
Sheek Louch,male,African-American_male_rappers,hardcore hip hop,
Sheena Easton,female,American_female_country_singers,"adult standards, mellow gold, minneapolis sound, new romantic, new wave pop, soft rock",
Sheila,female,French_female_singers,"funk, minneapolis sound, quiet storm",
Sheila Aldridge,female,American_female_singers,,
Sheila Andrews,female,American_female_country_singers,,
Sheila Chandra,female,British_female_singers,"world, world fusion",
Sheila D. Wheat,female,African-American_female_singers,,
Sheila E.,female,American_female_singers,"funk, minneapolis sound, quiet storm",
Sheila Ferguson,female,American_female_singers,deep northern soul,
Sheila Guyse,female,African-American_female_singers,,
Sheila Jones Harms,female,English_female_singers,,
Sheila Jordan,female,American_female_jazz_singers,vocal jazz,
Sheila Landis,female,American_female_jazz_singers,,
Sheila MacRae,female,American_female_singers,,
Shelby Cinca,male,American_male_guitarists,,
Shelby Dressel,female,American_female_country_singers,,
Shelby Flint,female,American_female_singers,movie tunes,
Shelby Lynne,female,American_female_country_singers,"country rock, folk, lilith, new wave pop",
Shelby Starner,female,American_female_singers,,
Sheldon Allman,male,American_male_singer-songwriters,,
Sheldon Reynolds,male,American_male_guitarists,,
Sheleen Thomas,female,American_female_singers,,
Shelley Duvall,female,American_female_singers,,
Shelley Fabares,female,American_female_pop_singers,brill building pop,
Shelley Harland,female,Australian_female_singers,,
Shelley Hirsch,female,American_female_singers,"experimental vocal, tzadik",
Shelley Preston,female,English_female_pop_singers,,
Shelley Scown,female,Australian_female_singers,,
Shellie Morris,female,Australian_female_singers,australian indigenous,
Shelly Blake-Plock,male,American_male_guitarists,,
Shelly Colvin,female,American_female_country_singers,,
Shelly Fairchild,female,American_female_country_singers,"country dawn, deep contemporary country",
Shelly Lares,female,American_female_country_singers,tejano,
Shelly Poole,female,English_female_singers,,
Shelly West,female,American_female_country_singers,classic country pop,
Shelton Brooks,male,Canadian_male_singers,tin pan alley,
Sheléa,female,African-American_female_singers,,
Shemekia Copeland,female,African-American_female_singers,"blues, electric blues, modern blues, soul blues",
Shepherd Sisters,female,American_female_singers,,
Sheri Miller,female,American_female_singer-songwriters,,
Sherine Abeyratne,female,Australian_female_singers,,
Sherisse Stevens,female,Canadian_female_pop_singers,,
Sherlie Matthews,female,American_female_singer-songwriters,,
Sherman Robertson,male,American_male_guitarists,,
Sherri DuPree,female,American_female_singers,,
Sherrick,male,American_male_singers,,
Sherry Aldridge,female,American_female_singers,,
Sherry Bryce,female,American_female_country_singers,,
Sherry Kean,female,Canadian_female_pop_singers,,
Shery,female,Female_rock_singers,"folk, lilith, mellow gold, neo mellow, new wave pop, permanent wave, pop rock, rock",
Sheryfa Luna,female,French_female_singers,"francoton, french pop",
Sheryl Bailey,female,American_female_guitarists,jazz guitar,
Sheryl Crow,female,American_female_country_singers,"folk, lilith, mellow gold, neo mellow, new wave pop, permanent wave, pop rock, rock",
Sheyla Bonnick,female,English_female_singers,,
Shiloh,female,Canadian_female_pop_singers,lo-fi beats,
Shilpa Narayan,female,American_female_singer-songwriters,,
Shima Niavarani,female,Swedish_female_singers,,
Shingai Shoniwa,female,English_female_singers,,
Shino Lin,female,Female_rock_singers,,
Shiny Joe Ryan,male,Australian_male_singers,perth indie,
Shireen Crutchfield,female,American_female_singers,,
Shirley Abicair,female,Australian_female_singers,,
Shirley Bassey,female,British_female_singers,"adult standards, easy listening, lounge, vocal jazz",
Shirley Brown,female,American_female_singers,"classic soul, soul, southern soul, southern soul blues",
Shirley Bunnie Foy,female,African-American_female_singers,,
Shirley Clamp,female,Swedish_female_singers,"europop, swedish pop",
Shirley Collie Nelson,female,American_female_country_singers,,
Shirley Collins,female,English_female_singers,british folk,
Shirley Eikhard,female,Canadian_female_singers,,
Shirley Ellis,female,American_female_singers,northern soul,
Shirley Goodman,female,American_female_singers,,
Shirley Griffith,male,American_male_guitarists,,
Shirley Gunter,female,American_female_singers,,
Shirley Horn,female,American_female_jazz_singers,"adult standards, vocal jazz",
Shirley Jones,female,American_female_singers,vintage hollywood,
Shirley Manson,female,Female_rock_singers,,
Shirley Matthews,female,Canadian_female_pop_singers,,
Shirley Murdock,female,African-American_female_singers,"new jack swing, quiet storm, r&b, urban contemporary",
Shirley Myers,female,Canadian_female_singers,canadian country,
Shirley Owens,female,American_female_singers,,
Shirley Ross,female,American_female_singers,,
Shirley Rumsey,female,English_female_singers,"early music, lute, renaissance",
Shirley Temple,female,American_female_singers,vintage hollywood,
Shirley Temple Black,female,American_female_singers,,
Shirley Thoms,female,Australian_female_singers,"classic australian country, yodeling",
Shirlie Holliman,female,English_female_pop_singers,,
Shiva,female,British_female_singers,"indie garage rock, neo-psychedelic, portland indie",
Shiyani Ngcobo,male,Male_guitarists,maskandi,
Shloime Gertner,male,English_male_singers,jewish pop,
Shlomo,male,British_male_singers,"classic israeli pop, israeli pop, israeli rock, israeli singer-songwriter",
Shmuel Shapiro,male,French_male_singers,,
Shock G,male,African-American_male_rappers,,
Shola Ama,female,English_female_singers,uk garage,
Shona Laing,female,New_Zealand_female_pop_singers,classic nz pop,
Shonali Bhowmik,female,American_female_guitarists,,
Shonna Tucker,female,American_female_singers,,
Shooter Jennings,male,American_country_singers,"outlaw country, roots americana, roots rock, texas country",
Shorty Long,male,American_male_singers,motown,
Shorty Mack,male,African-American_male_rappers,,
Shoshana Bean,female,American_female_singer-songwriters,"broadway, show tunes",
Shot Jackson,male,American_male_guitarists,steel guitar,
Shotgun Jimmie,male,Canadian_male_singers,"canadian indie, new brunswick indie",
Showyousuck,male,African-American_male_rappers,,
Shruti Haasan,female,Female_rock_singers,,
Shug Fisher,male,American_country_singers,,
Shuggie Otis,male,African-American_male_singers,"afrobeat, classic soul, electronica, funk, indie soul, soul, southern soul",
Shun Ng,male,American_male_guitarists,,
Shura,female,English_female_singers,"art pop, dance pop, electropop, indie poptimism, indietronica, vapor soul",
Shusha Guppy,female,English_female_singers,,
Shwayze,male,African-American_male_rappers,"indie pop rap, pop rap",
Shy Girls,male,American_male_singer-songwriters,"alternative r&b, indie r&b, portland hip hop, vapor soul",
Shy Glizzy,male,African-American_male_rappers,"dmv rap, drill, rap, southern hip hop, trap, vapor trap",
Shy'm,female,French_female_singers,,
Shyheim,male,African-American_male_rappers,"hardcore hip hop, wu fam",
Shystie,female,English_female_rappers,"grime, uk funky",
Shèna,female,English_female_singers,"country, country road, country rock",
Si Phili,male,English_male_singers,"deep uplifting trance, progressive house, progressive trance, progressive uplifting trance, trance, uplifting trance",
Sia,female,Australian_female_pop_singers,"australian dance, australian pop, dance pop, pop",
Sian Charlesworth,female,English_female_pop_singers,,
Sibel Redep,female,Swedish_female_singers,,
Sibille Attar,female,Swedish_female_singers,"stockholm indie, swedish indie pop",
Sibyl Buck,female,American_female_singers,,
Sickan Carlsson,female,Swedish_female_singers,vintage swedish pop,
Sid McGinnis,male,American_male_guitarists,,
Sid Smith,male,Male_guitarists,,
Sidney Jones,male,English_male_composers,,
Siedah Garrett,female,American_female_singers,,
Siegfried Behrend,male,Male_guitarists,,
Sierra Hull,female,American_female_country_singers,"bluegrass, instrumental bluegrass, mandolin, new americana, old-time, progressive bluegrass",
Sierra Kay,female,American_female_pop_singers,,
Sierra Noble,female,Canadian_female_pop_singers,manitoba indie,
Sierra Swan,female,American_female_singers,lilith,
Siggie Nordstrom,female,American_female_singers,,
Sigi Schwab,male,Male_guitarists,,
Signe Toly Anderson,female,American_female_rock_singers,,
Silas Hogan,male,American_male_guitarists,"louisiana blues, swamp blues",
Silas Leachman,male,American_male_singers,vaudeville,
Silas Taylor,male,English_male_composers,,
Silentó,male,African-American_male_rappers,pinoy hip hop,
Silkk the Shocker,male,African-American_male_rappers,"dirty south rap, gangster rap, new orleans rap, pop rap, southern hip hop, trap, wrestling",
Silkski,male,American_male_rappers,,
Silvana Kane,female,Canadian_female_pop_singers,canadian latin,
"Silvano ""Chori"" Shueg",male,Male_songwriters,,
Silvie Paladino,female,Australian_female_singers,,
Silvio Rodríguez,male,Male_guitarists,"cantautor, latin alternative, nica, nueva cancion, rock en espanol, trova",
Simi Sernaker,female,American_female_singers,,
Simon Austin,male,Australian_male_singers,,
Simon Bonney,male,Australian_male_singers,,
Simon Bowman,male,British_male_singers,,
Simon Climie,male,English_male_singers,,
Simon Cousins,male,English_male_singer-songwriters,,
Simon Cruz,male,Swedish_male_singers,,
Simon Curtis,male,American_male_singer-songwriters,"otacore, post-teen pop",
Simon Estes,male,African-American_male_singers,,
Simon Fowler,male,English_male_singers,,
Simon Gallaher,male,Australian_male_singers,,
Simon Gallup,male,English_male_singers,,
Simon Huw Jones,male,English_male_singers,,
Simon James,male,Male_guitarists,,
Simon Jeffes,male,Male_guitarists,,
Simon Laffy,male,Male_guitarists,,
Simon Le Bon,male,English_male_singers,,
Simon Little,male,Male_guitarists,,
Simon May,male,English_male_composers,"classical era, italian opera",
Simon Molitor,male,Male_guitarists,,
Simon Neil,male,Male_guitarists,,
Simon Nicol,male,English_male_singers,,
Simon Rex,male,American_male_rappers,,
Simon Stewart,male,English_male_singers,,
Simon Toulson-Clarke,male,English_male_singers,,
Simon Underwood,male,Male_guitarists,,
Simon Vega,male,American_male_singers,,
Simon Warner,male,English_male_singers,,
Simon Webb,male,English_male_composers,british soul,
Simon Webbe,male,English_male_singers,british soul,
Simon Wickham-Smith,male,English_male_singers,,
Simone,female,American_female_jazz_singers,"adult standards, jazz blues, soul, soul jazz, torch song, vocal jazz",
Simone Battle,female,African-American_female_singers,talent show,
Simone Borrelli,male,Male_songwriters,,
Simone Denny,female,Canadian_female_pop_singers,deep vocal house,
Simone Iannarelli,male,Male_guitarists,,
Simone Sello,male,Male_guitarists,,
Simone Stacey,female,Australian_female_pop_singers,,
Simone White,female,American_female_singer-songwriters,etherpop,
Simonne Jones,female,American_female_singers,,
Simple Kid,male,Male_guitarists,"cork indie, irish rock",
Sims Reeves,male,English_male_singers,,
Simón Díaz,male,Male_songwriters,"classic venezuelan pop, musica llanera",
Sindo Garay,male,Male_guitarists,,
Singin' Sam,male,American_male_singers,,
Singin' Sammy Ward,male,African-American_male_singers,deep motown,
Singuila,male,French_male_singers,"azontobeats, francoton, french pop",
Sinitta,female,American_female_singers,"hi-nrg, new wave pop",
Sinéad Harnett,female,English_female_singers,"alternative r&b, deep pop r&b, gauze pop, indie r&b, indie soul, uk contemporary r&b",
Sinéad Lohan,female,Irish_female_singers,"irish singer-songwriter, lilith",
Sinéad Madden,female,Irish_female_singers,,
Sinéad O'Carroll,female,Irish_female_singers,,
Sinéad O'Connor,female,Irish_female_singers,"folk, lilith, new wave pop, pop rock",
Sinéad Sheppard,female,Irish_female_singers,,
Siobhan Crawley,female,Canadian_female_pop_singers,,
Siobhan Dillon,female,English_female_singers,,
Siobhan Fahey,female,British_female_singers,,
Siobhan MacGowan,female,British_female_singers,,
Siobhan Magnus,female,American_female_singer-songwriters,idol,
Siobhan Maher Kennedy,female,English_female_pop_singers,,
Siobhán Donaghy,female,English_female_pop_singers,"electropop, europop, uk alternative pop",
Siobhán O'Brien,female,Irish_female_singers,,
Sion Russell Jones,male,Welsh_male_singers,welsh indie,
Siouxsie Sioux,female,English_female_singers,"alternative rock, dance rock, dream pop, gothic rock, new romantic, new wave, new wave pop, post-punk, punk, uk post-punk",
Sippie Wallace,female,American_female_singer-songwriters,"country blues, piano blues, traditional blues",
Sir Jinx,male,African-American_male_rappers,,
Sir Michael Rocks,male,African-American_male_rappers,"alternative hip hop, soul flow, underground hip hop",
Sir Mix-a-Lot,male,African-American_male_rappers,"electro, gangster rap, hip hop, hip house, miami bass, old school hip hop, rap",
Sir Robert Charles Griggs,male,American_country_singers,,
Sirima,female,British_female_singers,,
Sis Cunningham,female,American_female_singer-songwriters,,
Sisaundra Lewis,female,American_female_singers,,
Sisely Treasure,female,American_female_singers,,
Sisqó,male,African-American_male_singers,"dance pop, hip pop, new jack swing, pop rap, r&b, urban contemporary",
Sissy Spacek,female,American_female_country_singers,,
Sista Monica Parker,female,African-American_female_singers,,
Sista Otis,female,American_female_singer-songwriters,,
Sister Clara Hudmon,female,American_female_singers,"vintage country folk, vintage swing",
Sister Rosetta Tharpe,female,African-American_female_singers,"blues, gospel blues, traditional blues",
Siv Pettersson,female,Swedish_female_singers,,
Siw Malmkvist,female,Swedish_female_singers,"classic swedish pop, vintage swedish pop",
SixTwoSeven,male,American_male_guitarists,,
Skatterman,male,African-American_male_rappers,,
Skay Beilinson,male,Male_guitarists,"argentine rock, latin alternative, latin metal, latin rock, rock en espanol, rock nacional",
Skeeter Bonn,male,American_country_singers,vintage rockabilly,
Skeeter Davis,female,American_female_country_singers,"brill building pop, nashville sound",
Skeets McDonald,male,American_country_singers,"arkansas country, honky tonk, rockabilly",
Skeme,male,African-American_male_rappers,"soul flow, west coast trap",
Skillz,male,African-American_male_rappers,"chicano rap, pop rap",
Skin,female,English_female_singers,indie soul,
Skip Battin,male,American_male_singer-songwriters,cosmic american,
Skip Ewing,male,American_country_singers,,
Skip Heller,male,American_male_guitarists,,
Skip James,male,American_male_guitarists,"acoustic blues, blues, country blues, delta blues, traditional blues, traditional folk",
Skip Jensen,male,Canadian_male_singers,"garage punk blues, one-person band",
Skip Spence,male,American_male_guitarists,"cosmic american, experimental, folk rock, outsider, psychedelic rock",
Skizzy Mars,male,American_male_rappers,"indie pop rap, pop rap, rap, underground hip hop",
Skowa,male,Male_guitarists,,
Skull Duggery,male,African-American_male_rappers,new orleans rap,
Sky Blu,male,African-American_male_rappers,"abstract hip hop, downtempo",
Sky Ferreira,female,American_female_pop_singers,"art pop, candy pop, dance pop, electropop, escape room, indie pop, indietronica, la indie, metropopolis, neo-synthpop, pop",
Skye Edwards,female,English_female_singers,jazz caraibes,
Skye Sweetnam,female,Canadian_female_pop_singers,post-teen pop,
Skye Townsend,female,American_female_singers,,
Skyla,female,English_female_singers,"piano rock, viral pop",
Skyla Talon,male,American_male_guitarists,,
Skylar Grey,female,American_female_guitarists,"piano rock, viral pop",
Skylar Laine,female,American_female_country_singers,idol,
Skylar Stecker,female,American_female_pop_singers,"post-teen pop, social media pop",
Skylar Thomas,female,American_female_singers,,
Skyler Day,female,American_female_singers,,
Skyzoo,male,African-American_male_rappers,"alternative hip hop, boom bap, hardcore hip hop, hip hop, soul flow",
Slaid Cleaves,male,American_country_singers,"alternative country, austin americana, folk, new americana, roots americana, roots rock, texas country, traditional folk",
Slaine,male,American_male_rappers,"boston hip hop, underground rap",
Slakah the Beatchild,male,Canadian_male_singers,"broken beat, canadian pop, indie jazz, neo r&b, neo soul",
Slash,male,American_male_guitarists,"hard rock, post-grunge, rock",
Slava Grigoryan,male,Male_guitarists,classical guitar,
Slaï,male,French_male_singers,"boston hip hop, underground rap",
Sleepy Brown,male,African-American_male_singers,atl hip hop,
Sleepy John Estes,male,American_male_guitarists,"acoustic blues, blues, country blues, memphis blues, traditional blues",
Sleepy LaBeef,male,American_country_singers,"rock-and-roll, rockabilly",
Slick Aguilar,male,American_male_guitarists,,
Slick Pulla,male,African-American_male_rappers,trap,
Slick Rick,male,African-American_male_rappers,"alternative hip hop, bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, old school hip hop, rap",
Sliimy,male,French_male_singers,,
Slim,male,African-American_male_singers,trap,
Slim Bryant,male,American_country_singers,,
Slim Dunlap,male,American_male_guitarists,,
Slim Dusty,male,Australian_male_singers,"australian country, australian rock, classic australian country",
Slim Harpo,male,American_male_guitarists,"acoustic blues, blues, electric blues, harmonica blues, louisiana blues, rhythm and blues, swamp blues, traditional blues",
Slim Newton,male,Australian_male_singers,,
Slim Rhodes,male,American_country_singers,arkansas country,
Slim Thug,male,African-American_male_rappers,"crunk, dirty south rap, gangster rap, hip hop, houston rap, pop rap, rap, southern hip hop, trap",
Slim Whitman,male,American_country_singers,"cowboy western, yodeling",
Slim Willet,male,American_country_singers,traditional country,
Slim Wilson,male,American_country_singers,,
Slim the Mobster,male,African-American_male_rappers,,
Slimane Nebchi,male,French_male_singers,,
Slimkid3,male,African-American_male_rappers,,
Slug,male,American_male_rappers,underground hip hop,
Sly Stone,male,American_male_guitarists,"classic rock, classic soul, disco, folk rock, funk, funk rock, mellow gold, motown, psychedelic rock, rock, soul, southern soul",
Slymenstra Hymen,female,American_female_singers,,
Smiley Bates,male,Male_guitarists,,
