index,artist,retrieved,genre
6276,Mallary Hope,https://en.wikipedia.org/wiki/Mallary_Hope,['Country music']
6277,Isaac Yamma,https://en.wikipedia.org/wiki/Isaac_Yamma,['Country music']
6278,Martyn LeNoble,none,none
6279,Tara Simmons,https://en.wikipedia.org/wiki/Tara_Simmons,"['Folk music', 'Pop music', 'Alternative rock', 'Rock music', 'Electronica']"
6280,Keb' Mo',https://en.wikipedia.org/wiki/Keb'_Mo',"['Delta blues', 'Country blues', 'Americana (music)']"
6281,Adina Howard,https://en.wikipedia.org/wiki/Adina_Howard,"['Contemporary R&amp;B', 'Hip hop music', 'Soul music']"
6282,Jeff Cook,https://en.wikipedia.org/wiki/Jeff_Cook,"['Country music', 'Country rock']"
6283,Adolphus Alsbrook,none,none
6284,Al B. Romano,https://en.wikipedia.org/wiki/Al_B._Romano,"['Hard rock', 'Heavy metal music', 'Thrash metal', 'Nu metal']"
6285,Daniel Powter,https://en.wikipedia.org/wiki/Daniel_Powter,"['Pop rock', 'Alternative rock']"
6286,Stephen Mason,https://en.wikipedia.org/wiki/Stephen_Mason_(musician),"['Alternative rock', 'Folk music', 'Christian music']"
6287,Robert Pomakov,none,none
6288,Nick Blinko,https://en.wikipedia.org/wiki/Nick_Blinko,"['Punk rock', 'Anarcho-punk', 'Deathrock']"
6289,Anna Brita Wendelius,none,none
6290,Katrina Carlson,none,none
6291,Göran Folkestad,https://en.wikipedia.org/wiki/Göran_Folkestad,['Schlager']
6292,Stompin' Tom Connors,https://en.wikipedia.org/wiki/Stompin'_Tom_Connors,"['Canadiana', 'Folk music', 'Country music']"
6293,André Filho,https://en.wikipedia.org/wiki/André_Filho,['Samba']
6294,Ed Cherry,https://en.wikipedia.org/wiki/Ed_Cherry,['Jazz']
6295,Jessie Morales,https://en.wikipedia.org/wiki/Jessie_Morales,['Regional Mexican']
6296,Fabolous,https://en.wikipedia.org/wiki/Fabolous,['Hip hop music']
6297,Bilinda Butcher,https://en.wikipedia.org/wiki/Bilinda_Butcher,"['Alternative rock', 'Shoegazing', 'Dream pop']"
6298,Kathleen Wilhoite,none,none
6299,Su-Elise Nash,https://en.wikipedia.org/wiki/Su-Elise_Nash,"['Contemporary R&amp;B', 'Hip hop music', 'UK garage']"
6300,Steve Nardella,https://en.wikipedia.org/wiki/Steve_Nardella,"['Blues', 'Rock and roll', 'Blues rock', 'Rockabilly']"
6301,Marcie Bolen,https://en.wikipedia.org/wiki/Marcie_Bolen,"['Alternative rock', 'Indie rock']"
6302,Jorge Avendaño,none,none
6303,Howard Kaylan,https://en.wikipedia.org/wiki/Howard_Kaylan,['Rock and roll']
6304,Scott Murawski,https://en.wikipedia.org/wiki/Scott_Murawski,['Rock music']
6305,Simon Molitor,none,none
6306,Olivia Broadfield,https://en.wikipedia.org/wiki/Olivia_Broadfield,"['Electropop', 'Electronica', 'Alternative music']"
6307,Nina Hagen,https://en.wikipedia.org/wiki/Nina_Hagen,"['Punk rock', 'Rock music', 'Neue Deutsche Welle', 'New wave music', 'Post-punk', 'Heavy metal music']"
6308,Will Heard,https://en.wikipedia.org/wiki/Will_Heard,"['Soul music', 'Jazz', 'Pop music']"
6309,Stephen Pearcy,https://en.wikipedia.org/wiki/Stephen_Pearcy,"['Heavy metal music', 'Hard rock', 'Alternative metal', 'Industrial music']"
6310,Vince Neil,https://en.wikipedia.org/wiki/Vince_Neil,"['Heavy metal music', 'Hard rock', 'Glam metal']"
6311,Monte Hale,none,none
6312,Jean-Jacques Debout,none,none
6313,Kaleo Wassman,https://en.wikipedia.org/wiki/Kaleo_Wassman,"['Ska-punk', 'Alternative rock', 'Reggae', 'Dub music']"
6314,Kim Salmon,https://en.wikipedia.org/wiki/Kim_Salmon,"['Indie rock', 'Swamp rock', 'Punk blues', 'Grunge']"
6315,El Viejín,https://en.wikipedia.org/wiki/El_Viejín,['Flamenco']
6316,Ron Mitchell,none,none
6317,Sam Phillips,https://en.wikipedia.org/wiki/Sam_Phillips,"['Rock and roll', 'Rockabilly', 'Country music', 'Blues']"
6318,Donna Hightower,https://en.wikipedia.org/wiki/Donna_Hightower,"['R&amp;B', 'Soul music', 'Jazz']"
6319,Jim Ed Brown,https://en.wikipedia.org/wiki/Jim_Ed_Brown,['Country music']
6320,Luke Wood,none,none
6321,Nelly Power,none,none
6322,Chad Ackerman,https://en.wikipedia.org/wiki/Chad_Ackerman,"['Post-hardcore', 'Alternative rock', 'Acoustic music', 'Heavy metal music']"
6323,William John Edwards,none,none
6324,Samantha Cole,https://en.wikipedia.org/wiki/Samantha_Cole,"['Pop music', 'Dance music']"
6325,Theoretical Girl,https://en.wikipedia.org/wiki/Theoretical_Girl,"['Alternative rock', 'Indie pop', 'Post-punk', 'New wave music']"
6326,Paul Delmet,none,none
6327,Sarah Shannon,none,none
6328,Julius La Rosa,https://en.wikipedia.org/wiki/Julius_La_Rosa,['Traditional pop music']
6329,Johanne Blouin,none,none
6330,Killa Sin,https://en.wikipedia.org/wiki/Killa_Sin,['Hip hop music']
6331,Stella Parton,https://en.wikipedia.org/wiki/Stella_Parton,"['Country music', 'Gospel music']"
6332,Chris Copping,none,none
6333,Anne Harris,https://en.wikipedia.org/wiki/Anne_Harris_(musician),"['Pop rock', 'Country music', 'Hawaiian music']"
6334,Redfoo,https://en.wikipedia.org/wiki/Redfoo,"['Hip hop music', 'Pop music', 'Electropop']"
6335,Juan d'Anyelica,https://en.wikipedia.org/wiki/Juan_d'Anyelica,"['Acid jazz', 'Afrobeat', 'Avant-garde jazz', 'Azerbaijani jazz', 'Jazz mugham', 'Bebop', 'Hard bop', 'Neo-bop jazz', 'Post-bop', 'Bossa nova', 'Cape jazz', 'Chamber jazz', 'Cool jazz', 'Dixieland', 'Folk jazz', 'Free jazz', 'European free jazz', 'Free funk', 'Free improvisation', 'Punk jazz', 'Gypsy jazz', 'Indo jazz', 'Jazz-funk', 'Jazz fusion', 'Jazz rap', 'Kansas City jazz', 'Latin jazz', 'Afro-Cuban jazz', 'M-Base', 'Mainstream jazz', 'Modal jazz', 'Nu jazz', 'Orchestral jazz', 'Organ trio', 'Progressive jazz', 'Ska jazz', 'Smooth jazz', 'Soul jazz', 'Stride (music)', 'Swing music', 'Neo-swing', 'Third stream', 'Trad jazz', 'West Coast jazz', 'Yass (music)']"
6336,Stephen Cummings,https://en.wikipedia.org/wiki/Stephen_Cummings,"['Rock music', 'Rockabilly', 'Western swing', 'R&amp;B', 'New wave music']"
6337,Michael McElroy,none,none
6338,Shabazz the Disciple,https://en.wikipedia.org/wiki/Shabazz_the_Disciple,['East Coast hip hop']
6339,Jani Stefanovic,https://en.wikipedia.org/wiki/Jani_Stefanovic,"['Heavy metal music', 'Extreme metal', 'Power metal', 'Progressive metal', 'Symphonic metal', 'Death metal']"
6340,Rudolf Bernauer,none,none
6341,Jenn Blosil,none,none
6342,Axl Rose,https://en.wikipedia.org/wiki/Axl_Rose,"['Hard rock', 'Heavy metal music', 'Blues rock', 'Industrial rock']"
6343,Jonathan Wilkes,none,none
6344,Kim Kuzma,none,none
6345,Joe Buck,none,none
6346,Long John Hunter,https://en.wikipedia.org/wiki/Long_John_Hunter,"['Texas blues', 'Electric blues']"
6347,Pascal of Bollywood,https://en.wikipedia.org/wiki/Pascal_of_Bollywood,['Music of Bollywood']
6348,Jimmy Pop,https://en.wikipedia.org/wiki/Jimmy_Pop,"['Comedy rock', 'Punk rock', 'Rap rock', 'Electronica', 'Synth-pop', 'Alternative hip hop', 'Pop punk']"
6349,Frankie J,https://en.wikipedia.org/wiki/Frankie_J,"['Contemporary R&amp;B', 'Pop music', 'Latin pop']"
6350,Alex Griffin,https://en.wikipedia.org/wiki/Alex_Griffin,"['Alternative rock', 'Power pop', 'Grebo (music)', 'Indie punk']"
6351,Dave Mello,https://en.wikipedia.org/wiki/Dave_Mello,"['Ska punk', 'Punk rock', 'Hardcore punk']"
6352,Edmund Sylvers,https://en.wikipedia.org/wiki/Edmund_Sylvers,"['Pop music', 'Contemporary R&amp;B', 'Soul music', 'Dance music', 'Disco', 'Funk']"
6353,Malin Olsson,none,none
6354,Mike Smith,none,none
6355,Darrell Scott,https://en.wikipedia.org/wiki/Darrell_Scott,['Country music']
6356,Lonesome Sundown,https://en.wikipedia.org/wiki/Lonesome_Sundown,['Swamp blues']
6357,Chuck Harmony,https://en.wikipedia.org/wiki/Chuck_Harmony,"['R&amp;B', 'Soul music']"
6358,Lisa Michaelis,none,none
6359,Magnus Krepper,none,none
6360,Gunnar Wiklund,https://en.wikipedia.org/wiki/Gunnar_Wiklund,['Schlager']
6361,Paul Staveley O'Duffy,https://en.wikipedia.org/wiki/Paul_Staveley_O'Duffy,"['Synthpop', 'Soul music', 'Film score', 'Electronica']"
6362,Pierrick Lilliu,https://en.wikipedia.org/wiki/Pierrick_Lilliu,['Pop rock']
6363,Mark Wilkerson,https://en.wikipedia.org/wiki/Mark_Wilkerson,['Alternative rock']
6364,Maizie Williams,https://en.wikipedia.org/wiki/Maizie_Williams,"['Contemporary R&amp;B', 'Eurodisco', 'Reggae']"
6365,Doug Jernigan,none,none
6366,Adam Kantor,none,none
6367,Chris Bostock,https://en.wikipedia.org/wiki/Chris_Bostock,"['New wave music', 'Punk rock']"
6368,Bob Rafkin,none,none
6369,Roger Moreira,https://en.wikipedia.org/wiki/Roger_Moreira,"[""Rock N' Roll"", 'Punk rock', 'Comedy rock', 'Brazilian rock']"
6370,Ron Emory,https://en.wikipedia.org/wiki/Ron_Emory,"['Hardcore punk', 'Punk rock', 'Horror punk']"
6371,SixTwoSeven,https://en.wikipedia.org/wiki/SixTwoSeven,['Alternative rock']
6372,Dan McIntyre,none,none
6373,Russell DaShiell,https://en.wikipedia.org/wiki/Russell_DaShiell,[]
6374,Mario Winans,https://en.wikipedia.org/wiki/Mario_Winans,"['Contemporary R&amp;B', 'Hip hop music']"
6375,Paul Potts,https://en.wikipedia.org/wiki/Paul_Potts,"['Classical music', 'Operatic pop']"
6376,James Byrd,none,none
6377,Jimmy Gnecco,https://en.wikipedia.org/wiki/Jimmy_Gnecco,"['Experimental rock', 'Acoustic music']"
6378,Phil Barney,https://en.wikipedia.org/wiki/Phil_Barney,"['Pop music', 'Rap music']"
6379,Tamara Drasin,https://en.wikipedia.org/wiki/Tamara_Drasin,['Jazz']
6380,Q-Tee,https://en.wikipedia.org/wiki/Q-Tee,"['Dance music', 'Hip hop music', 'Contemporary R&amp;B']"
6381,Bruce Barthol,none,none
6382,Shawty Redd,https://en.wikipedia.org/wiki/Shawty_Redd,"['Hip hop music', 'Contemporary R&amp;B', 'Trap music (hip hop)']"
6383,Ehsaan Tahmid,none,none
6384,Joey Cook,https://en.wikipedia.org/wiki/Joey_Cook,"['Folk music', 'Jazz music', 'Indie music']"
6385,Paul Cunniffe,https://en.wikipedia.org/wiki/Paul_Cunniffe,"['Rock music', 'Punk rock', 'Folk music']"
6386,Tara MacLean,https://en.wikipedia.org/wiki/Tara_MacLean,"['Folk music', 'Trip hop']"
6387,Paul Sanchez,https://en.wikipedia.org/wiki/Paul_Sanchez,"['Folk rock', 'Rhythm and blues', 'Jazz', 'Blues']"
6388,Shima Niavarani,none,none
6389,Carol Deene,https://en.wikipedia.org/wiki/Carol_Deene,[]
6390,Jay C. Flippen,none,none
6391,Steve Holt,none,none
6392,Fabrizio Sotti,https://en.wikipedia.org/wiki/Fabrizio_Sotti,"['Jazz', 'Jazz fusion', 'Hip Hop music', 'R&amp;B', 'Pop music']"
6393,Dr. Know,https://en.wikipedia.org/wiki/Dr._Know_(band),"['Nardcore', 'Crossover thrash', 'Punk rock']"
6394,Natalie Walker,https://en.wikipedia.org/wiki/Natalie_Walker,"['Electronica', 'Trip hop', 'Indie rock']"
6395,Romeo Johnson,https://en.wikipedia.org/wiki/Romeo_Johnson,"['R&amp;B', 'Soul music', 'Gospel music', 'Hip hop music', 'Pop music']"
6396,Rakim,https://en.wikipedia.org/wiki/Rakim,['Hip hop music']
6397,Timothy James Webb,none,none
6398,Mance Lipscomb,https://en.wikipedia.org/wiki/Mance_Lipscomb,"['Blues music', 'Folk music']"
6399,Mick Head,https://en.wikipedia.org/wiki/Mick_Head,"['Alternative rock', 'Indie pop']"
6400,Raxstar,https://en.wikipedia.org/wiki/Raxstar,"['Hip hop music', 'Contemporary R&amp;B']"
6401,Gregg Cagno,none,none
6402,David Cryer,none,none
6403,Adge Cutler,https://en.wikipedia.org/wiki/Adge_Cutler,['Scrumpy and Western']
6404,Michael Roach,none,none
6405,Mick Barr,https://en.wikipedia.org/wiki/Mick_Barr,"['Black metal', 'Experimental metal']"
6406,John Frusciante,https://en.wikipedia.org/wiki/John_Frusciante,"['Rock music', 'Alternative rock', 'Experimental rock', 'Avant-garde music', 'Electronic music', 'Progressive rock', 'Funk rock']"
6407,Aurora Alluria,none,none
6408,Leisha Hailey,none,none
6409,NoClue,https://en.wikipedia.org/wiki/NoClue,"['Hip hop music', 'West Coast Hip Hop', 'Hip hop music in the Pacific Northwest']"
6410,David Bazan,https://en.wikipedia.org/wiki/David_Bazan,"['Indie rock', 'Emo', 'Slowcore', 'Sadcore']"
6411,Jayne Walton Rosen,none,none
6412,Mick Jagger,https://en.wikipedia.org/wiki/Mick_Jagger,['Blues']
6413,Odia Coates,https://en.wikipedia.org/wiki/Odia_Coates,"['Adult contemporary', 'Pop music']"
6414,Olivier Dion,https://en.wikipedia.org/wiki/Olivier_Dion,['Pop music']
6415,Sabrina Chap,none,none
6416,Alison Fraser,none,none
6417,Josh Reichmann,none,none
6418,Miriam Webster,none,none
6419,Roy Lee Johnson,none,none
6420,Haleloke Kahauolopua,none,none
6421,Tony Scotti,none,none
6422,Evan Seinfeld,none,none
6423,James Meston,none,none
6424,Mitch Ryder,https://en.wikipedia.org/wiki/Mitch_Ryder,"['Rock and roll', 'Rhythm and blues', 'Blue-eyed soul', 'Frat rock', 'Hard rock']"
6425,Diva Zappa,none,none
6426,Joe Pennington,none,none
6427,Ariel Pink,https://en.wikipedia.org/wiki/Ariel_Pink,"['Lo-fi music', 'Hypnagogic pop', 'Rock music']"
6428,Allison Weiss,https://en.wikipedia.org/wiki/Allison_Weiss,['Indie pop']
6429,Maylee Todd,https://en.wikipedia.org/wiki/Maylee_Todd,"['Indie pop', 'R&amp;B']"
6430,Olli Wisdom,https://en.wikipedia.org/wiki/Olli_Wisdom,"['Glam rock', 'Gothic rock', 'Deathrock', 'Psychedelic trance', 'Post-punk']"
6431,Shara Nova,https://en.wikipedia.org/wiki/Shara_Nova,"['Indie rock', 'Experimental music']"
6432,Steve DeMarchi,https://en.wikipedia.org/wiki/Steve_DeMarchi,"['Rock music', 'Classic rock']"
6433,Henry Priestman,https://en.wikipedia.org/wiki/Henry_Priestman,"['Folk music', 'Soft rock']"
6434,Ginny Arnell,https://en.wikipedia.org/wiki/Ginny_Arnell,"['Pop music', 'Country music']"
6435,Justin Haynes,none,none
6436,David Coburn,none,none
6437,Juvenile,https://en.wikipedia.org/wiki/Juvenile_(rapper),['Hip hop music']
6438,Bernard Edwards,https://en.wikipedia.org/wiki/Bernard_Edwards,"['R&amp;B', 'Funk', 'Soul music', 'Disco']"
6439,Ashley Dzerigian,https://en.wikipedia.org/wiki/Ashley_Dzerigian,"['Indie rock', 'Rock music']"
6440,Jerry Jeff Walker,https://en.wikipedia.org/wiki/Jerry_Jeff_Walker,"['Country music', 'Outlaw country']"
6441,Gary Stewart,https://en.wikipedia.org/wiki/Gary_Stewart_(singer),"['Country music', 'Outlaw country', 'Honky-tonk', 'Southern rock']"
6442,Christophe Pratiffi,https://en.wikipedia.org/wiki/Christophe_Pratiffi,[]
6443,Eric Clapton,https://en.wikipedia.org/wiki/Eric_Clapton,"['Rock music', 'Blues']"
6444,Furry Lewis,https://en.wikipedia.org/wiki/Furry_Lewis,"['Delta blues', 'Country blues']"
6445,Per Grundén,none,none
6446,Chris Squire,https://en.wikipedia.org/wiki/Chris_Squire,"['Progressive rock', 'Symphonic rock', 'Art rock']"
6447,Scott Ayers,https://en.wikipedia.org/wiki/Scott_Ayers,['Noise rock']
6448,Alfio,none,none
6449,Holly Ross,https://en.wikipedia.org/wiki/Holly_Ross,"['Indie rock', 'Art rock']"
6450,Gavin Clark,none,none
6451,Pink Anderson,https://en.wikipedia.org/wiki/Pink_Anderson,"['Piedmont blues', 'Country blues']"
6452,Captain Sky,https://en.wikipedia.org/wiki/Captain_Sky,['Funk']
6453,Susan Gibson,none,none
6454,Kevin Sharp,https://en.wikipedia.org/wiki/Kevin_Sharp,['Country music']
6455,Dave Oberlé,none,none
6456,B.J. Crosby,none,none
6457,Lee Kernaghan,https://en.wikipedia.org/wiki/Lee_Kernaghan,"['Country music', 'Country rock']"
6458,Steinar Aadnekvam,none,none
6459,Ben Adams,https://en.wikipedia.org/wiki/Ben_Adams,['Pop music']
6460,Catfish Keith,https://en.wikipedia.org/wiki/Catfish_Keith,['Blues']
6461,Jeanne Douste,none,none
6462,Jessica Jacobs,https://en.wikipedia.org/wiki/Jessica_Jacobs,[]
6463,Jeff Stevens,https://en.wikipedia.org/wiki/Jeff_Stevens_(singer),['Country music']
6464,Carol Woods,none,none
6465,Tanya Donelly,https://en.wikipedia.org/wiki/Tanya_Donelly,"['Indie rock', 'Alternative rock']"
6466,McGuire Sisters,https://en.wikipedia.org/wiki/McGuire_Sisters,['Traditional pop music']
6467,Jane Monheit,https://en.wikipedia.org/wiki/Jane_Monheit,"['Vocal jazz', 'Traditional pop music', 'Brazilian music']"
6468,Paula Darwish,https://en.wikipedia.org/wiki/Paula_Darwish,['Ethnic music']
6469,Lisa Keith,none,none
6470,Kevin Welch,https://en.wikipedia.org/wiki/Kevin_Welch,['Country music']
6471,Imani Coppola,https://en.wikipedia.org/wiki/Imani_Coppola,"['Contemporary R&amp;B', 'Alternative R&amp;B']"
6472,Carmel Quinn,none,none
6473,Elizabeth Arnold,none,none
6474,Eddy Howard,none,none
6475,Karin Page,https://en.wikipedia.org/wiki/Karin_Page,[]
6476,Kevin Royal Johnson,none,none
6477,Curly Fox,https://en.wikipedia.org/wiki/Curly_Fox,"['Country music', 'Old-time music']"
6478,Sara Watkins,https://en.wikipedia.org/wiki/Sara_Watkins,"['Bluegrass music', 'Folk music', 'Country music']"
6479,Donna Ulisse,https://en.wikipedia.org/wiki/Donna_Ulisse,"['Country music', 'Bluegrass music']"
6480,Anna-Lena Löfgren,https://en.wikipedia.org/wiki/Anna-Lena_Löfgren,"['Gospel music', 'Schlager']"
6481,Julie Harrington,https://en.wikipedia.org/wiki/Julie_Harrington_(singer),"['Trance music', 'Chillout music', 'Independent music']"
6482,Kojii Helnwein,none,none
6483,Warren Ham,https://en.wikipedia.org/wiki/Warren_Ham,"['Pop music', 'Christian music', 'Rock music']"
6484,Ben Janssen,none,none
6485,Paul Oscher,none,none
6486,Chief Keef,https://en.wikipedia.org/wiki/Chief_Keef,"['Hip hop music', 'Trap music', 'Mumble rap', 'Drill (music genre)', 'Gangsta rap', 'Punk rap']"
6487,Pandora,https://en.wikipedia.org/wiki/Pandora_(singer),"['Pop music', 'Eurodance', 'Euro house']"
6488,Chynna Phillips,https://en.wikipedia.org/wiki/Chynna_Phillips,['Pop music']
6489,Matraca Berg,https://en.wikipedia.org/wiki/Matraca_Berg,"['Country music', 'Pop music']"
6490,Willie Kent,none,none
6491,T.I.,https://en.wikipedia.org/wiki/T.I.,"['Hip hop music', 'Trap music (hip hop)']"
6492,Steve Archer,https://en.wikipedia.org/wiki/Steve_Archer,['Contemporary Christian music']
6493,Leandra Ramm,none,none
6494,Lily Elise,https://en.wikipedia.org/wiki/Lily_Elise,"['Alternative rock', 'Pop music', 'Contemporary R&amp;B']"
6495,Adrian Vandenberg,https://en.wikipedia.org/wiki/Adrian_Vandenberg,"['Hard rock', 'Heavy metal music', 'Glam metal', 'Blues-rock']"
6496,Daniela Gesundheit,none,none
6497,Isaiah Firebrace,https://en.wikipedia.org/wiki/Isaiah_Firebrace,['Soul music']
6498,Reni Lane,https://en.wikipedia.org/wiki/Reni_Lane,"['Alternative music', 'Pop music', 'Rock music']"
6499,Mitchell Torok,https://en.wikipedia.org/wiki/Mitchell_Torok,['Country music']
6500,Léo Marjane,none,none
6501,Dionne Farris,https://en.wikipedia.org/wiki/Dionne_Farris,"['Contemporary R&amp;B', 'Pop music', 'Soul music', 'Alternative hip hop', 'Pop rock', 'Jazz']"
6502,Barns Courtney,https://en.wikipedia.org/wiki/Barns_Courtney,"['Folk pop', 'Blues rock']"
6503,Jack Johnson,https://en.wikipedia.org/wiki/Jack_Johnson_(musician),"['Folk rock', 'Soft rock', 'Acoustic rock', 'Surf rock', 'Trop rock']"
6504,Lionel Cartwright,https://en.wikipedia.org/wiki/Lionel_Cartwright,['Country music']
6505,Linda Hopkins,https://en.wikipedia.org/wiki/Linda_Hopkins,['Blues']
6506,Detlev Bork,none,none
6507,Sandra Tilley,https://en.wikipedia.org/wiki/Sandra_Tilley,"['R&amp;B', 'Soul music']"
6508,Álvaro Urquijo,https://en.wikipedia.org/wiki/Álvaro_Urquijo,['Pop rock']
6509,Josie Cotton,https://en.wikipedia.org/wiki/Josie_Cotton,"['Pop rock', 'New wave music']"
6510,Tommy Hubbard,https://en.wikipedia.org/wiki/Tommy_Hubbard,"['Rock music', 'Pop music', 'Country music', 'Hip hop music']"
6511,Lesley-Anne Down,none,none
6512,Anne Lonnberg,none,none
6513,Milira,https://en.wikipedia.org/wiki/Milira,"['Contemporary R&amp;B', 'Soul music']"
6514,Brian Marshall,https://en.wikipedia.org/wiki/Brian_Marshall,"['Hard rock', 'Heavy metal music', 'Alternative rock', 'Alternative metal', 'Post-grunge']"
6515,Al Gorgoni,none,none
6516,Tito Tahan,none,none
6517,Steve Wariner,https://en.wikipedia.org/wiki/Steve_Wariner,['Country music']
6518,Ruda Real,https://en.wikipedia.org/wiki/Ruda_Real,"['Southern hip hop', 'R&amp;B']"
6519,Freddie Stevenson,https://en.wikipedia.org/wiki/Freddie_Stevenson,"['Rock music', 'Acoustic rock', 'Folk rock']"
6520,Donald Heywood,none,none
6521,James Kakande,none,none
6522,The Gentle Good,https://en.wikipedia.org/wiki/The_Gentle_Good,['Folk music']
6523,Rodney Crowell,https://en.wikipedia.org/wiki/Rodney_Crowell,"['Country music', 'Americana (music)', 'Country rock', 'Folk music']"
6524,Wayne Massey,https://en.wikipedia.org/wiki/Wayne_Massey,['Country music']
6525,Rosalie Sorrels,https://en.wikipedia.org/wiki/Rosalie_Sorrels,['Folk music']
6526,Ryan MacGrath,none,none
6527,William L. Johnson,none,none
6528,Cassie Taylor,https://en.wikipedia.org/wiki/Cassie_Taylor,"['Blues', 'Jazz', 'Electronica', 'Indie rock', 'Psychedelia']"
6529,Tom Guerra,https://en.wikipedia.org/wiki/Tom_Guerra,"['Roots rock', 'Blues', 'Garage rock']"
6530,Josh Doyle,https://en.wikipedia.org/wiki/Josh_Doyle,['Alternative rock']
6531,Shun Ng,https://en.wikipedia.org/wiki/Shun_Ng,"['Soul music', 'Funk music', 'Blues music', 'Rhythm &amp; Blues']"
6532,Chris Conley,https://en.wikipedia.org/wiki/Chris_Conley,"['Emo (music)', 'Indie rock', 'Power pop', 'Punk rock']"
6533,Freddie Jackson,https://en.wikipedia.org/wiki/Freddie_Jackson,"['R&amp;B', 'Soul music', 'Funk music']"
6534,Barry Sless,https://en.wikipedia.org/wiki/Barry_Sless,"['Rock &amp; roll', 'Rockabilly', 'Blues', 'American roots music', 'Western Swing', 'R&amp;B']"
6535,Darlene Gillespie,none,none
6536,Angel Olsen,https://en.wikipedia.org/wiki/Angel_Olsen,"['Art pop', 'Indie folk', 'Indie rock', 'Alternative country']"
6537,Dave Gahan,https://en.wikipedia.org/wiki/Dave_Gahan,"['Alternative dance', 'Synthpop', 'Electronic music', 'New wave music', 'Industrial rock', 'Alternative rock']"
6538,Jo O'Meara,https://en.wikipedia.org/wiki/Jo_O'Meara,['Pop music']
6539,Tich,https://en.wikipedia.org/wiki/Tich_(singer),[]
6540,Silas Hogan,https://en.wikipedia.org/wiki/Silas_Hogan,"['Swamp blues', 'Louisiana blues']"
6541,Catfish Stephenson,https://en.wikipedia.org/wiki/Catfish_Stephenson,['Blues']
6542,Shane Speal,none,none
6543,Charlie Floyd,https://en.wikipedia.org/wiki/Charlie_Floyd,['Country music']
6544,Christopher Lee,none,none
6545,Leigh Marble,https://en.wikipedia.org/wiki/Leigh_Marble,"['Indie rock', 'Folk music']"
6546,Jane Birkin,none,none
6547,Liv Maessen,https://en.wikipedia.org/wiki/Liv_Maessen,['Country music']
6548,Trevor Rabin,https://en.wikipedia.org/wiki/Trevor_Rabin,"['Progressive rock', 'Hard rock', 'Pop music', 'Jazz fusion', 'Classical music', 'Film score']"
6549,Nora O'Connor,https://en.wikipedia.org/wiki/Nora_O'Connor,"['Folk music', 'Country music']"
6550,Noël,none,none
6551,Alecia Nugent,https://en.wikipedia.org/wiki/Alecia_Nugent,['Bluegrass music']
6552,Chris Clark,https://en.wikipedia.org/wiki/Chris_Clark_(musician),['Electronic music']
6553,Adam Ficek,https://en.wikipedia.org/wiki/Adam_Ficek,['Indie rock']
6554,Ellinor Franzén,none,none
6555,Reg Lindsay,https://en.wikipedia.org/wiki/Reg_Lindsay,['Australian country music']
6556,Robert Ellis Orrall,https://en.wikipedia.org/wiki/Robert_Ellis_Orrall,"['Rock music', 'Indie rock', 'Country music', 'Pop music']"
6557,Jeremy Horn,https://en.wikipedia.org/wiki/Jeremy_Horn_(singer),"['Contemporary Christian', 'Christian Rock']"
6558,Jessica Harper,none,none
6559,David Ray Stephens,none,none
6560,Ray Vega,https://en.wikipedia.org/wiki/Ray_Vega,['Country music']
6561,Lisa Heller,https://en.wikipedia.org/wiki/Lisa_Heller,"['Pop music', 'Singer/songwriter']"
6562,Irene Cara,https://en.wikipedia.org/wiki/Irene_Cara,"['Contemporary R&amp;B', 'Disco']"
6563,Elijah Wald,https://en.wikipedia.org/wiki/Elijah_Wald,"['Blues music', 'Folk music']"
6564,Dan Davidson,https://en.wikipedia.org/wiki/Dan_Davidson,"['Country music', 'Rock music']"
6565,Owl Eyes,https://en.wikipedia.org/wiki/Owl_Eyes,['Indie pop']
6566,Manuelcha Prado,https://en.wikipedia.org/wiki/Manuelcha_Prado,"['Folk music', 'Andean music']"
6567,Giovanni D'Anzi,none,none
6568,John Outcalt,https://en.wikipedia.org/wiki/John_Outcalt,"['Metalcore', 'Thrash metal', 'Melodic death metal']"
6569,Ryan Dennis,none,none
6570,Paul Ryan,none,none
6571,Jon Brion,https://en.wikipedia.org/wiki/Jon_Brion,[]
6572,Papa Mali,https://en.wikipedia.org/wiki/Papa_Mali,"['Funk', 'Blues', 'Swamp blues', 'Soul music']"
6573,Ian Watkins,none,none
6574,Mary Timony,https://en.wikipedia.org/wiki/Mary_Timony,"['Noise pop', 'Post-punk', 'Indie rock']"
6575,Billie Marten,https://en.wikipedia.org/wiki/Billie_Marten,"['Acoustic music', 'Folk music']"
6576,Toni Aubin,https://en.wikipedia.org/wiki/Toni_Aubin,"['Vocal jazz', 'Swing music']"
6577,Beverly Kenney,none,none
6578,Zack Knight,https://en.wikipedia.org/wiki/Zack_Knight,"['Contemporary R&amp;B', 'Pop music', 'Asian Underground']"
6579,Booker T. Jones,https://en.wikipedia.org/wiki/Booker_T._Jones,"['Rhythm and blues', 'Instrumental rock', 'Soul (music)', 'Electric blues']"
6580,Harshi Mad,https://en.wikipedia.org/wiki/Harshi_Mad,"['Bollywood', 'Indian classical music', 'Hip hop music', 'Bhangra (music)', 'Garba (dance)']"
6581,Ron Wallace,https://en.wikipedia.org/wiki/Ron_Wallace_(singer),['Country music']
6582,Katie Crippen,none,none
