Source,Target,Weight
instrumental_rock,power_metal,1
easy_listening,karaoke,1
raï,electro_house,1
library,lounge,1
nu_jazz,ska_jazz,1
folk_punk,rock,2
dub,funk,3
bedroom_pop,karaoke,1
big_band,lounge,1
christmas,novelty,1
dub,deep_house,1
neo_soul,post_dubstep,1
indie_rock,acapella,1
art_rock,nursery_rhymes,1
gospel,french_pop,1
experimental_rock,art_punk,3
easy_listening,sports,1
folk_rock,flamenco,1
latin_pop,folk,1
psychedelic_blues,blues_rock,1
canción,bolero,4
folk,rock_celtic_blues,1
electronic,pop_rap,1
rock,cumbia,5
hip_hop,football_chant,1
power_pop,jangle_pop,4
ragga,reggae,5
indie_pop,post_hardcore,1
shock_rock,pop_rock,1
new_age,sound_healing,1
gothic_metal,avant_garde_metal,1
pop,bossa_and_others,1
bebop,traditional_pop,2
instrumental_rock,country,4
electro_pop,french_contemporary_chanson,1
metalcore,visual_kei,1
middle_of_the_road,indie_rock,1
r&b,musical,3
hip_house,r&b,3
down_tempo,progressive_pop,1
rumba,jazz,1
burlesque,cabaret,1
reggae,edm,1
asian_underground,down_tempo,1
hardcore_punk,ska,2
kirtan,world_beat,1
world,world_beat,2
blues,swamp,1
electronic_rock,electronicore,1
garage_rock,pop,2
jazz,old_style_jazz,1
indie_rock,soul,10
rock_en_español,world,1
electro_pop,bubblegum_pop,2
lo_fi,cloud_rap,1
kansas_city_jazz,m_base,1
nu_metal,rap_rock,7
irish,new_wave,1
hard_rock,baroque_pop,2
electro_pop,avant_garde_pop,1
musique_concrete,classical_crossover,1
pop_rock,acid_rock,2
heavy_metal,edm,1
hip_hop,country_rock,1
afrobeat,cool_jazz,1
indie_folk,outsider,1
post_metal,hardcore_punk,2
acoustic,film,1
hard_bop,free_funk,1
pop,post_grunge,2
hardcore_hip_hop,punk_rap,1
rock,psychedelic_rock,55
bluegrass,jam_band,1
traditional_irish,celtic,3
europop,swedish_folk,1
down_tempo,oriented_rock,1
country_pop,reggae,1
electronic,contemporary,1
dancehall,nu_jazz,1
middle_of_the_road,sports,1
rock,christmas,1
afrobeat,avant_garde_jazz,1
post_punk_revival,electronic_rock,1
electro,classical,1
electro_house,breakstep,1
blues,canzone_napoletana,1
progressive_metal,punk_rock,2
glam_rock,electronic_rock,1
political_satire,musical_comedy,2
afro_son,bolero,1
new_orleans_blues,louisiana_blues,2
cabaret,dance,1
jazz_fusion,ambient,3
synth_pop,free,1
pop_punk,christian_rock,2
sunshine_pop,down_tempo,1
new_wave,shoe_gaze,1
gangsta_rap,trap,6
orchestral_pop,nursery_rhymes,1
pop,asian_fusion,1
country_rap,rock,1
garage_rock,soul,4
rock,jazz_rock,9
west_coast_hip_hop,pacific_northwest_hip_hop,1
progressive_country,alternative_country,1
reggaeton,latin,3
tejano,swamp_pop,1
heavy_metal,steampunk,1
new_wave,art_rock,19
hip_hop_soul,soft_rock,1
experimental,sports,1
french_rock,pop_rock,1
experimental_rock,space_rock,3
alternative_rock,vocal,1
contemporary,classic_rock,1
folk_jazz,orchestral_jazz,1
ameripolitan,jazz,1
acoustic_rock,electronic_rock,1
big_beat,jazz,1
post_punk,post_grunge,1
no_wave,new_wave,1
rock&roll,experimental,2
classical,europop,1
emo,hard_rock,4
progressive_rock,indie_pop,1
hip_hop,ndombolo,1
americana,jazz,17
dance_pop,trip_hop,3
nuevo_flamenco,spanish_guitar,1
canadiana_celtic,show_tunes,1
gypsy_jazz,pop_rock,1
pop_rap,emo_rap,1
rockabilly,country_blues,2
emo,reggae,1
funk_metal,dance,3
spoken_word,progressive_pub,1
nu_jazz,synth_pop,1
rock,thrash_metal,3
acoustic,grime,1
punjabi_rap,punjabi_folk,1
classical,symphonic,1
bebop,free_improvisation,1
dance,baroque_pop,1
folk,neo_psychedelic,1
funk,schlager,1
art_pop,experimental_hip_hop,2
filk,rap,1
sunshine_pop,arena_rock,1
electronica,punk_rock,4
blues_rock,ethno_jass,1
blue_eyed_soul,jingles,1
southern_gospel,popular,1
glam,lo_fi,1
world_beat,house,2
country,freestyle,1
house,experimental,1
dance,hip_hop_soul,6
jazz_rap,progressive_jazz,1
grindcore,deathgrind,3
ameripolitan,psychobilly,1
new_age,progressive_pub,1
alternative_metal,noise_rock,5
musique_concrete,nursery_rhymes,1
ranchera,western,1
jazz,hymns,1
hard_rock,yacht_rock,1
hyphy,new_age,1
jazz_funk,new_wave,2
acoustic_rock,novelty,1
post_industrial,electronic,1
glam_metal,rapcore,1
death_metal,goregrind,1
house,electro_punk,1
industrial_metal,dub,1
hawaiian,schlager,1
bossa_nova,latin_jazz,6
hard_bop,punk_jazz,1
nazrul_geeti,folk,1
vocal_jazz,bebop,4
experimental_rock,noise,1
traditional_pop,musical,3
karaoke,progressive_pub,1
glam_rock,bedroom_pop,1
uk_bass,soul,1
fingerstyle,heavy_metal,1
celtic,dixieland,1
anti_folk,diy,1
chamber_jazz,cool_jazz,1
vocal_jazz,traditional_pop,18
sludge_metal,experimental_rock,2
progressive_country,rock&roll,1
acoustic_rock,r&b,1
jazz_mugham,third_stream,1
surf_rock,trop_rock,1
punk_jazz,swing,1
death_metal,western,1
orchestral_pop,chanson,1
jangle_pop,progressive_pub,1
soundtrack,sports,1
progressive,drum&bass,1
indie_pop,blue_eyed_soul,1
musique_concrete,doo_wop,1
new_age,novelty,1
soul,krispy_kreme,1
funk_metal,grunge,2
acoustic_rock,progressive_pop,1
metal,j_rock,1
proto_rockabilly,gospel,1
electro_pop,ambient,4
funk,sacred_steel,1
reggae,christmas,1
groove_metal,noise_rock,1
traditional_pop,opera,3
dansband,gospel,1
latin,blues,4
industrial,dance,2
halloween,anthem_trance,1
disco,jingles,1
soul_jazz,jazz_rock,1
grindcore,speed_metal,1
rock&roll,new_age,2
traditional_gospel,contemporary_christian,1
post_hardcore,soundtrack,1
synth_pop,twee_pop,1
dixieland,neo_swing,1
rap_rock,neo_psychedelic,1
j_pop,reggae,1
pop,art_pop,3
ambient_folk,americana,1
obscuro,jazz,1
soul_blues,swamp_pop,1
australian_rock,folk,1
garage,post_grunge,1
coupé_décalé,kuduro,1
idm,drum&bass,1
azerbaijani_jazz,afro_cuban_jazz,1
ambient,blue_eyed_soul,1
alternative_metal,dubstep,1
satire,avant_garde,1
blue_eyed_soul,world_fusion,1
folk_jazz,afro_cuban_jazz,1
outlaw_country,ameritopia,1
classical,down_tempo,1
pop,acapella,1
acoustic_progressive_rock,flamenco,1
deathrock,dark_ambient,1
r&b,screwed_&_chopped,1
folk,pop,267
jazz,tropical,1
country,hard_rock,24
protest_song,celtic,1
european_free_jazz,ska_jazz,1
east_coast_rap,hip_hop,1
synth,poetry,1
euro_disco,pop,2
english_folk,electronica,1
latin,pop_rap,1
funk_rock,neo_psychedelic,1
mumble_rap,gangsta_rap,1
garage_punk,jewish_punk,1
sunshine_pop,europop,1
pop_rock,ethno_jass,1
swamp_rock,tulsa_sound,2
teen_pop,progressive_pub,1
classical,britpop,1
acid_rock,outsider,1
latin_rock,progressive_rock,1
steampunk,oom_pah,1
rock,palingsound,1
dance_pop,soul,29
country_folk,western,1
rockabilly,synthrock,1
tribute,sports,1
patriotic_rock,christian_country,1
r&b,afro_cuban,1
reggae,third_wave_ska,1
chamber_pop,cabaret,1
swing,ska_punk,1
avant_garde_jazz,dixieland,1
jazz_fusion,film,1
jazz,folk_pop,4
avant_garde_jazz,progressive_jazz,1
world_beat,cool_jazz,1
southern_gothic,americana,1
surf_rock,comedy_rock,1
noise_rock,mpb,1
new_acoustic,new_flamenco,1
ballads,musical_comedy,1
folk_rock,avant_garde,6
nursery_rhymes,anthem_trance,1
punk_rock,speed_metal,1
electronica,down_tempo,9
psychedelic_pop,arena_rock,1
disco,baroque_pop,1
uk_garage,pop,1
country,vocal_jazz,4
harmony_pop,video_game,1
vaudeville_blues,hokum,1
baggy,electronica,1
folk,black_metal,1
indie_rock,dub,1
hard_bop,cool_jazz,1
folk,electronic_rock,1
rock,fingerstyle,2
classical_crossover,world,2
modal_jazz,progressive_jazz,1
gothic_rock,industrial_metal,3
vocal,pop,9
punk_rock,obscuro,1
chanson,dance,1
country_blues,vaudeville,1
acoustic_rock,progressive_pub,1
third_stream,traditional_jazz,1
bambuco,reggaeton,1
indie_pop,comedy,1
bossa_nova,choro,2
polka,rock,3
acoustic,reggae_fusion,1
avant_garde,ska,1
sacred_steel,r&b,1
heavy_metal,americana,3
rock,progressive,4
country&western,boogie_woogie,1
calypso,cuplé,1
post_bop,neo_swing,1
pop,world_beat,5
industrial_rock,experimental,2
classical_crossover,contemporary,2
acoustic_rock,sports,1
pop_rock,film,4
southern_rock,world,1
psychedelic_pop,indie_pop,5
dancehall,world,1
hip_hop,teen_pop,4
hokum,rock&roll,1
folk,soul_rock,1
neo_bop_jazz,european_free_jazz,1
pop,afrobeat,3
alternative_hip_hop,hyphy,1
soul,comedy_hip_hop,1
easy_listening,twee_pop,1
grunge,glam_rock,1
folk,italian_folk,1
stoner_rock,acid_rock,1
novelty,jangle_pop,1
ambient,doo_wop,1
country_rock,tulsa_sound,2
free_jazz,industrial,1
chamber_jazz,orchestral_jazz,1
g_funk,electro_hop,1
blues,indie_rock,12
krautrock,psychedelic_rock,1
hard_rock,jingles,1
post_disco,blue_eyed_soul,3
instrumental,new_age,3
electronica,industrial,3
texas_blues,folk,2
classical,popular_song,1
alternative_rock,celtic_pop,1
indo_jazz,jazz_rap,1
observational_comedy,music,2
emo,acoustic_rock,3
bossa_nova,jazz_funk,1
rock,east_bay_grease,1
roots_pop,country,1
uk_garage,dubstep,2
neo_soul,dubstep,1
elevator,sports,1
hip_hop,g_funk,11
dance_pop,vocal_trance,1
rock_pop,alternative,2
alternative_pop,dream_pop,2
reggae,nostalgia,1
alternative_hip_hop,down_tempo,1
art_punk,film,2
roots_rock,blues_rock,20
funk,contemporary_r&b,1
synth_pop,experimental_pop,1
hard_rock,alternative_rock,117
hard_rock,lounge,2
experimental,britpop,1
observational,blue_comedy,1
psychedelic,lo_fi,1
boogie_woogie,gospel,1
contemporary,nashville_sound,1
classical,flamenco,15
dark_wave,goth,1
avant_garde_jazz,azerbaijani_jazz,1
pop_rap,rap_rock,1
vocal_quartet,worship,1
kansas_city_jazz,third_stream,1
acoustic,neo_psychedelic,1
electro_pop,rap_rock,3
synth_pop,doo_wop,1
world_fusion,soundtrack,1
progressive_metal,fusion,1
pop_rock,ska,5
funk,nightcore,1
rock,jazz_standards,1
pop_rock,trip_hop,2
new_wave,electroclash,1
reggae,bluegrass,3
comedy_rock,halloween,1
stoner_rock,rock&roll,1
funk,latin_soul,1
criolla,bambuco,1
britpop,alternative_hip_hop,1
synth,musical_pop,1
experimental,remixes,1
native_american,soft_rock,1
acoustic_rock,doo_wop,1
spoken_word,arena_rock,1
azerbaijani_jazz,orchestral_jazz,1
hard_rock,nursery_rhymes,1
psychedelic_rock,music_hall,1
indie_rock,melodic_hardcore,1
free_funk,punk_jazz,1
acid_folk,soul,1
bossa_nova,chamber_jazz,1
avant_garde,rockabilly,1
space,progressive,1
hip_house,pop_rap,2
jazz_fusion,doom_metal,1
mississippi_blues,electric_blues,1
avant_garde_rock,post_progressive,1
indie_pop,acid_house,2
folk,roots_pop,1
neoclassical,dream_pop,1
indie_pop,experimental,6
dancehall,doo_wop,1
alternative_rock,chamber_pop,4
lounge,chamber_pop,1
new_age,electronic_rock,1
glam_rock,electronic,3
christian,roots_rock,1
folk,bengali,2
doo_wop,experimental_rock,1
celtic_pop,r&b,1
hillbilly,rockabilly,1
rock,disco,26
house,trance,7
christian_rock,jazz_funk,1
christian_alternative_rock,indie_rock,2
jazz_funk,yass,1
progressive_rock,contemporary_classical,1
skate_punk,synth_pop,1
symphonic_power_metal,classical,1
indie_rock,shoe_gaze,4
obscuro,metal,1
ambient,big_band,1
psychedelic_pop,classical_crossover,1
europop,britpop,1
rumba,funk,1
country,country_soul,3
industrial_metal,indietronica,1
cajun,doo_wop,1
down_tempo,electronic,4
power_metal,deathcore,1
neo_psychedelic,synth_pop,2
neo_soul,rock,8
metal,outlaw_country,1
crossover_thrash,electro,1
vaudeville,vaudeville_foxtrot,1
pop_rock,deathcore,1
funk_rock,new_wave,4
southern_rock,neo_psychedelic,1
doo_wop,soul_blues,1
neo_swing,vocal_jazz,1
folk_jazz,free_jazz,1
r&b,chillout,3
western,talking_blues,1
pop,jazz_pop,1
classical,electronic,7
space_rock,performance_poetry,1
tropical,freestyle,1
funk,oriented_rock,1
latin,neo_soul,1
disco,novelty,1
boogie_woogie,delta_blues,2
experimental,new_weird_america,1
soul,tex_mex,1
samba,frevo,1
electronic,soundtrack,1
texas_blues,southern_rock,1
protest,youth_crew,1
light_rock,pop,1
goth,dark_pop,1
noise,totalism,1
opera,cabaret,1
instrumental_rock,jam_rock,1
blue_eyed_soul,electronica,2
acid_jazz,modal_jazz,1
r&b,raï,1
azerbaijani_jazz,modal_jazz,1
oriented_rock,europop,1
jump_blues,big_band,1
heavy_metal,middle_eastern,1
contemporary_dance,rock,1
comedy_hip_hop,country_rap,1
indie_pop,burlesque,1
jazz_fusion,boogie_rock,1
blues,psychedelic_pop,2
grunge,mpb,1
avant_garde_jazz,third_stream,1
aguinaldo,nueva_canción,1
baroque_pop,rock,7
christian,alternative_rock,5
flamenco,singer_songwriter,1
hip_hop,2_step_garage,1
baroque_pop,europop,1
art_pop,post_progressive,1
folk,electro_folk,1
alternative_rock,contemporary_r&b,1
country_pop,schlager,1
dance,nursery_rhymes,1
musique_concrete,bedroom_pop,1
slowcore,sadcore,1
latin,lo_fi,1
contemporary_classical,minimalism,1
punk,blues,6
blues,blues_rap,1
punk_jazz,third_stream,1
acoustic_rock,jazz,1
shoe_gaze,space_rock,2
zouk,dancehall,1
acid_rock,experimental_rock,1
experimental,progressive_pub,1
electro_punk,dubstep,1
disco,electronic_rock,1
pop_rap,comedy_hip_hop,1
riot_grrrl,grunge,1
vocal_jazz,classical,1
disco,motown,1
experimental_rock,dub,3
dance_pop,dubstep,1
soul_blues,blues_rock,6
sludge_metal,noisecore,1
latin_pop,son,1
rock,art_punk,1
soft_rock,nightcore,1
delta_blues,rock&roll,1
british_blues,jam_band,1
classical,acapella,1
harmony_pop,hip_hop,1
instrumental_synth,karaoke,1
latin_rock,house,1
appalachian,country_folk,1
art_pop,experimental_pop,2
country&western,irish_folk,1
minimalism,post_minimalism,1
indie,acoustic_rock,1
italo_disco,eurodisco,1
christian_metal,fingerstyle,1
dance_rock,urban,1
broadway,musical,3
pop_punk,space_rock,1
progressive_bluegrass,psychedelic,1
free_funk,jazz_fusion,2
singer_songwriter,torch,2
freak_folk,psychedelic_rock,1
art_rock,symphonic_rock,2
soundtrack,electronica,1
trip_hop,glitch,1
hip_hop,moombahton,1
folk_pop,soft_rock,4
west_coast_hip_hop,rap,1
texas_blues,contemporary_blues,1
post_punk,house,3
modern_classical,electronica,1
jangle_pop,breakbeat,1
power_pop,folk_punk,1
experimental,rock,33
surf_rock,indie_pop,1
electronic,avant_garde,10
traditional_folk,world,1
snap,hardcore_hip_hop,1
emo_pop,dance_punk,1
ska_punk,metal,1
post_punk_revival,classical,1
pop,2_tone,2
surf_rock,teen_pop,1
surf_rock,funk,1
shoegaze,indie_folk,1
classical,neoclassical,2
sunshine_pop,elevator,1
cumbia,dance,1
avant_garde_jazz,organ_trio,1
art_rock,world_fusion,1
comedy_rock,indie_pop,1
white_power_rock,rockabilly,1
contemporary_catholic_liturgical,contemporary_worship,1
christian_pop,indie_rock,3
progressive_rock,folk_rock,13
indie_pop,folktronica,2
eurodance,jazz,1
rock,grind_core,1
shock_rock,dance,1
soft_rock,halloween,1
progressive_rock,europop,1
blues,blues_rock,112
instrumental_synth,novelty,1
post_bop,cool_jazz,2
electronica,industrial_dance,1
azerbaijani_jazz,cape_jazz,1
jewish_rock,opera,1
christmas,oriented_rock,1
crunk,horrorcore,1
halloween,chamber_pop,1
classical,world_beat,1
country_rock,truck_driving_country,2
celtic_punk,rock&roll,1
alternative_rock,thrashcore,1
torch,r&b,1
glam_rock,spoken_word,1
pop_rock,jazz_funk,1
folk,acid_rock,3
smooth_jazz,soul,5
punk_jazz,neo_swing,1
sunshine_pop,acoustic_rock,1
avant_garde,baroque_pop,2
free_improvisation,organ_trio,1
electro_acoustic,contemporary_dance,1
gothic_rock,dubstep,1
pop,electronic_rock,3
ragga,house,1
experimental_rock,metal,1
ska_punk,brass_rock,1
soul,latin_jazz,1
hip_hop,folk,9
blues,country_pop,2
r&b,creole,1
electro,samba,1
avant_garde_metal,vocal,1
blue_eyed_soul,frat_rock,1
jazz_rap,latin_jazz,1
indietronica,baroque_pop,1
elevator,breakbeat,1
bebop,nu_jazz,1
pop,new_wave,68
gospel,blue_eyed_soul,2
hip_house,house,1
disco,sports,1
alternative_rock,swing,1
art_pop,pop_rock,4
dark_wave,electro_pop,1
boogie,synth_pop,3
contemporary,contemporary_christian,2
acoustic_rock,alternative,2
electro_acoustic,folk,1
french,chanson,1
twee_pop,nightcore,1
folk_jazz,nu_jazz,1
bubblegum_pop,christian,1
acid_folk,indie_folk,1
dance,disco,31
death_metal,death_doom,3
elevator,doo_wop,1
funk_metal,protest,1
jazz,vispop,1
bebop,progressive_jazz,1
bolero,cha_cha_cha,1
jazz,r&b,251
chamber_jazz,jazz_funk,1
blues_rock,pop_rock,31
southern_soul,r&b,12
underground_hip_hop,nu_metal,1
alternative_country,chicano_rock,1
metalcore,electronica,2
death_metal,noise_rock,1
electronica,trance_blues,1
future_funk,ghost_rock,1
noise_rock,mathcore,1
library,soundtrack,1
post_punk,psychedelic_rock,3
video_game,doo_wop,1
glo_fi,psychedelic_rock,1
rock&roll,alternative,1
latin,musica_popular_brasileira,1
post_punk,dark_cabaret,1
mathcore,sludge_metal,1
electronica,chillout,2
dream_pop,trance_pop,1
latin_jazz,neo_swing,1
experimental,film,4
hawaiian,folk,1
ska_punk,nerdcore,1
third_wave_ska,hip_hop,1
smooth_jazz,instrumental_rock,1
sunshine_pop,britpop,1
country_rock,jam,5
lo_fi,diy,2
indie_pop,cabaret,1
laïko,electronica,1
spoken_word,jazz,1
pop_rock,production,1
contemporary_christian,christian_country,1
r&b,latin_pop,14
instrumental_rock,electronica,4
power_pop,blue_eyed_soul,2
aor,easy_listening,1
hardcore_rap,political_hip_hop,1
folk_blues,songster,1
western_swing,folk,1
cumbia,rock&roll,1
medieval_folk_rock,hard_rock,1
soft_rock,electronic_dance,1
traditional_folk,outsider,1
electric_blues,new_orleans_jazz,1
street_punk,garage_rock,1
instrumental_synth,indie_rock,1
new_age,contemporary,1
comedy_rock,arena_rock,1
alternative_rock,psychobilly,3
pop,sunshine_pop,3
harmony_pop,classical,1
world_fusion,anthem_trance,1
acid_jazz,cool_jazz,1
ethno_rock,ethno_jass,1
neoclassical_metal,christian_metal,1
world,jazz_fusion,11
doo_wop,smooth_soul,1
mexitón,pop,1
rock,delta_blues,1
pop_punk,country,1
doom_metal,blues_rock,2
psychedelic_soul,blues,3
folk_pop,electro_pop,1
post_punk,boogie,1
easy_listening,indie_pop,2
post_bop,punk_jazz,1
r&b,ballads,3
jazz_rap,west_coast_jazz,1
bollywood,hip_hop,1
deep_house,soul,2
southern_soul,roots_rock,1
irish_folk,jangle_pop,1
mathcore,experimental,1
punk_rock,surf_rock,1
new_age,jingles,1
american_folk,americana,3
mumble_rap,trap,5
new_age,gothic_rock,1
casiocore,art_pop,1
down_tempo,space,1
incidental,theater,1
power_pop,contemporary_r&b,1
dance_pop,club,1
new_wave,heavy_metal,3
show_tunes,psychedelic_rock,1
pop_rock,contemporary_r&b,1
jazz_mugham,soul_jazz,1
bebop,modal_jazz,1
chamber,progressive_metal,1
britpop,post_grunge,1
musical,new_age,1
rock&roll,swing_revival,3
hardcore_punk,bluegrass,1
classical,arena_rock,1
contemporary_christian,rock,13
pop_punk,freestyle,1
glam_punk,outlaw_country,1
european_free_jazz,organ_trio,1
experimental,big_band,1
new_jack_swing,funk,5
teen_pop,europop,2
alternative_metal,neo_psychedelic,1
heavy_metal,art_rock,2
progressive_metal,grindcore,1
glam_noir,gothic_rock,1
brazilian_jazz,latin,1
electric_blues,zydeco,1
tribute,nightcore,1
funk_rock,dance_punk,1
neo_psychedelic,lo_fi,3
blues,irish_soul,1
cowboy,gospel,1
quiet_storm,contemporary,1
post_punk_revival,blues_rock,2
punk,chanson,1
garage_punk,acoustic_rock,1
musique_concrete,jangle_pop,1
grunge,dream_pop,1
idm,noise,1
satire,heavy_metal,2
disco,halloween,1
emo,ska,1
west_coast_hip_hop,political_hip_hop,2
aguinaldo,bambuco,1
americana,industrial,1
contemporary_folk,american_primitive_guitar,1
electronic_rock,alternative_dance,1
emo,americana,1
freestyle,miami_bass,1
childrens,vaudeville,1
contemporary,swing,1
hard_rock,pub_rock,2
experimental,singer_songwriter,1
heavy_metal,industrial,6
electro_pop,eurodance,1
christmas,orchestral_pop,1
garage,blue_eyed_soul,1
nu_metal,edm,1
dance,classical_crossover,1
big_band,blue_eyed_soul,2
country_blues,calypso,2
art_rock,narrative_nonfiction,1
indie_pop,free_jazz,1
world,deep_house,1
cuban_rumba,abakuá,1
christian_pop,christian_alternative_rock,1
ska,synth_pop,2
heavy_metal,post_rock,1
alternative_dance,alternative_r&b,1
j_pop,edm,1
pop_rock,k_pop,1
electronic,hardcore_punk,3
hard_rock,electronicore,2
classical,progressive_pop,1
ska,hip_hop,1
avant_garde_rock,new_wave,1
dark_ambient,electro_industrial,1
rock,cuidado!,1
symphonic_metal,acoustic,1
art_punk,rapcore,1
soundtrack,modern_classical,1
contemporary_classical,chamber,1
electro_pop,electro_grime,1
ambient,kawaii_metal,1
bedroom_pop,nursery_rhymes,1
shoegaze,pop,2
r&b,future_soul,1
disco,experimental,1
indie_folk,noise_rock,1
folk_rock,vocal_jazz,1
pop_rock,dance_rock,4
punk_rock,art_punk,8
americana,spoken_word,1
nu_jazz,down_tempo,1
tropical,soft_rock,1
latin_soul,disco,2
jazz_funk,gospel,1
rock&roll,easy_listening,1
soul_blues,rock&roll,3
jimi_hendrix_tribute,r&b,1
outlaw_country,soft_rock,1
jazz,mexican_folk,1
rapcore,ska,1
latin_pop,alternative_rock,1
folk_rock,heartland_rock,6
blues,new_acoustic,1
psychedelic_pop,world_fusion,1
