Source,Target,Weight
uk_funky,2_step,1
eurodance,electro_hop,1
garage_rock_revival,new_wave,2
doo_wop,blue_eyed_soul,3
video,painting,1
jazz,film,3
hardcore_punk,powerviolence,1
new_age,ethnic_fusion,1
electro_pop,down_tempo,1
experimental_rock,dark_ambient,2
classic_rock,r&b,3
post_metal,avant_garde_metal,1
celtic,folk_metal,1
roots_rock,dream_pop,1
alternative_r&b,future_garage,1
electric_blues,rock,2
indietronica,electroclash,1
rock,easy_listening,3
lounge,bedroom_pop,1
jazz_funk,m_base,1
comedy_rock,classical_crossover,1
alternative_rock,edm,2
musique_concrete,orchestral_pop,1
instrumental_synth,jangle_pop,1
blues_rock,industrial_rock,1
country_folk,country_pop,2
blues,acoustic_blues,2
space,liquid_funk,1
surf_rock,rock,3
pop,rock_soul,1
soundtrack,indie_rock,1
psychedelic_pop,pop_rock,1
reggae,jangle_pop,1
soul,motown,1
rock,improvisational,1
smooth_jazz,traditional_jazz,1
piano_rock,pop_rock,5
chamber_folk,baroque_pop,1
indie_rock,garage_punk,5
folk_rock,classic_rock,2
post_progressive,ambient_pop,1
middle_of_the_road,blue_eyed_soul,1
new_wave,jingles,1
glam_rock,punk_blues,1
sophisti_pop,pop,3
electronica,christian,1
surf_rock,art_pop,1
musique_concrete,europop,1
latin_jazz,rock&roll,1
hip_hop,acapella,1
conjunto,country,1
alternative,metal,1
show_tuness,jazz,6
fiddle,celtic,1
soul,bossa_nova,1
dance,chamber_pop,1
post_punk,glam_punk,3
indie_pop,art_pop,12
folkloric,minimalism,1
hard_bop,jazz_fusion,2
blues,instrumental_guitar,1
trap,dubstep,2
country_blues,hawaiianan,1
latin_jazz,yass,1
instrumental,spanish_guitar,2
surf_rock,electronic_rock,1
jazz,folk_rock,21
soft_rock,football_chant,1
dance_punk,art_rock,1
neo_bop_jazz,modal_jazz,1
hip_hop,classical,2
alternative_rock,gothic_rock,13
new_wave,soundtrack,1
digital_hardcore,ambient,1
celtic,funk_rock,1
deathcore,metalcore,6
orchestral_pop,nightcore,1
soul,instrumental_hip_hop,1
alternative,art_rock,1
indie_folk,roots,2
heavy_metal,glam_punk,2
funk,breakbeat,2
jazz_blues,swing,1
cabaret,contemporary_opera,1
jump_blues,swing,5
jazz_fusion,deathcore,1
krautrock,experimental,2
electronic,fusion,1
singer_songwriter,jazz_pop,1
r&b,new_age,3
cowpunk,garage_punk,1
grunge,progressive_rock,1
metalcore,j_rock,1
cloud_rap,outsider,2
afrobeat,west_coast_jazz,1
world,celtic,5
soul,electronic_experimental,1
pop_opera,christian,1
hip_hop,idm,1
pop_punk,indie,3
house,urban_contemporary,1
soul,reggae,31
bedroom_pop,world_fusion,1
art_punk,art_rock,1
rock&roll,space_rock,2
observational_comedy,musical_comedy,8
glam_rock,karaoke,1
new_wave,space_rock,1
symphonic_metal,christian_metal,4
soul,hard_rock,9
chamber_folk,freak_folk,1
lounge,video_game,1
alternative_rock,video_game,1
ambient,tribute,1
nu_metal,goth,1
dance,electroclash,1
psychedelic_pop,middle_of_the_road,1
old_skool,pop,1
casiocore,progressive_pop,1
electronica,indian,1
bossa_nova,third_stream,1
dark_wave,heavy_metal,1
gospel,drum&bass,1
funk_metal,hip_hop,1
country,blues,135
k_pop,synth_pop,1
drill,r&b,2
funk_metal,glam_rock,1
easy_listening,ac,1
death_metal,avant_garde,1
detroit_blues,horrorcore,1
experimental,noise,8
anti_folk,protest,1
independent,folk,1
emo_pop,synth_pop,2
dixieland,folk_jazz,1
halloween,art_rock,1
surf,indie_pop,1
noise_pop,indie_rock,1
psychedelic_pop,space_rock,1
classical,opera_pop,1
gospel,psychedelic_soul,2
gospel,eurodance,2
dixieland,free_funk,1
electro_pop,reggaeton,1
blue_eyed_soul,rockabilly,4
gothic_metal,glam_punk,1
hard_rock,jam_rock,1
americana,texas_blues,2
grindcore,experimental,2
dubstep,moombahton,1
disco,techno,1
electronic_rock,dance_punk,2
jazz,contemporary_christian,4
new_age,dance_punk,1
blue_eyed_soul,reggae,4
vallenato,cumbia,1
alternative,free_jazz,1
alternative_rock,sludge_metal,2
world,classical,8
europop,jingles,1
christian_new_age,folk,1
celtic_punk,oi!,3
football_chant,progressive_pub,1
indie_folk,pop_folk,1
contemporary_jazz,nu_jazz,1
symphonic_rock,doom_metal,1
experimental_hip_hop,jazz_rap,1
folk,riot_grrrl,1
country_folk,jazz,1
punk,riot_grrrl,1
pop,polynesian,1
progressive_pop,bubblegum_pop,1
comedy_rock,europop,1
industrial_hip_hop,illbient,1
hawaiianan,caribbean,1
indie_rock,art_rock,27
industrial_metal,sludge_metal,1
bluegrass,funk,2
gospel,urban_gospel,1
r&b,pop_punk,4
sunshine_pop,video_game,1
techno,electronica,5
jazz_rap,smooth_jazz,1
heavy_metal,contemporary_christian,1
drone,post_progressive,1
funk,musique_concrete,1
pop,rock_electronic,1
parody,filk,1
heavy_metal,dance,2
art_pop,experimental,5
surf_rock,psychedelic_rock,2
alternative_rock,french_pop,1
protest_song,jazz,1
observational_comedy,melodic_death_metal,2
art_rock,neo_folk,1
modal_jazz,jazz_funk,2
dark_cabaret,sociopolitical,1
progressive_rock,avant_garde,4
outlaw_country,truck_driving_country,1
instrumental,thrash_metal,1
noise_rock,indie_rock,7
grunge,alternative_rock,59
elevator,lo_fi,1
funk_rock,hip_hop,3
heavy_metal,ambient,2
soul,caribbean_calypso,1
sunshine_pop,novelty,1
gypsy_jazz,instrumental,1
gothic_rock,now_wave,1
chamber_jazz,stride,1
gangsta_rap,pop_rap,1
pop_rock,idm,1
azerbaijani_jazz,jazz_fusion,1
proto_punk,indie_rock,1
cloud_rap,underground_hip_hop,1
sludge_metal,cybergrind,1
surf_rock,chamber_pop,1
psychedelic_folk,trip_hop,1
glam_rock,halloween,1
emo,pop_rock,16
alternative_rock,post_hardcore,60
rapcore,rock,1
punk_rock,world,5
hip_hop,hard_rock,8
modern_soul,motown,1
funk,jazz_funk,3
indie,acoustic,14
inspirational,r&b,3
merseybeat,contemporary,1
folk_punk,middle_eastern,1
acoustic_rock,protest,1
orchestral_jazz,ska_jazz,1
vocal,comedy,2
rock&roll,comedy_rock,2
singer_songwriter,psychobilly,1
folk,avant_garde_rock,1
dancehall,dance,1
r&b,jazz_classical,1
hip_hop,midwest_hip_hop,3
indie_rock,synth_punk,1
jazz_mugham,kansas_city_jazz,1
french,pop,1
christian,post_hardcore,1
hip_hop,progressive_pub,1
heavy_metal,extreme_metal,3
death_doom,progressive_metal,1
death_metal,alternative_metal,9
k_pop,reggae,1
elevator,bedroom_pop,1
christmas,jangle_pop,1
acoustic_rock,down_tempo,1
guaracha,bolero,9
electro_pop,soca,1
folk_pop,r&b,3
dubstep,acoustic,1
blues,electro_pop,1
east_coast_hip_hop,alternative_hip_hop,3
pop,trap,9
harmony_pop,orchestral_pop,1
jazz,composer,1
soft_rock,casiocore,1
electronica,neo_soul,3
jazz_rock,r&b,3
brazilian_rock,blues_rock,1
indie_pop,punk,2
alternative_country,singer_songwriter,6
neo_soul,alternative,1
halloween,video_game,1
nu_metal,power_metal,2
avant_garde_jazz,neo_bop_jazz,1
rock_pop,soundtrack,1
chamber_pop,doo_wop,1
hard_bop,latin_jazz,1
blues_rock,horror_punk,1
funk,afro_cuban,1
worship,folk,2
ambient,drone_doom,1
reggae,novelty,1
eurodance,pop_rock,1
funk_metal,alternative_metal,13
glam_metal,progressive_house,1
bossa_nova,bebop,2
glam_rock,acoustic_rock,1
classical_crossover,football_chant,1
hardcore_hip_hop,political_hip_hop,2
jazz,hip_house,1
americana,cabaret,1
acoustic_pop,folk_rock,1
cool_jazz,yass,1
ambient,arena_rock,1
dance,world,1
pop_rap,reggae,1
noise_pop,riot_grrrl,1
soul,mariachi,1
synth_pop,disco,9
contemporary,urban,3
electronic,illbient,1
pop_standards,folk,1
new_age,big_band,1
psychedelic_rock,piano_rock,1
chanson,psychedelic_rock,1
gospel,improvisational,1
fingerstyle_guitar,progressive,1
bubblegum_pop,progressive_pub,1
comedy_rock,classical,1
funk_metal,edm,1
emo_rap,lo_fi_rap,1
big_band,doo_wop,1
synth_pop,nostalgia,1
afrobeat,art_rock,1
americana,cajun,3
fusion,electro_pop,1
the_motown,pop,1
teen_pop,pop_rock,4
pop,highlife,1
indie_rock,football_chant,1
ska_punk,melodic_hardcore,3
post_punk,exotica,1
cybergrind,illbient,1
folk_baroque,indie_folk,1
opera_pop,traditional_pop,1
punk,electronic,2
latin_soul,salsa,2
pop,psychedelic,10
paisley_underground,new_wave,1
british_soul,funk,1
ghazal,classical_hindi,1
funk_metal,spoken_word,1
dark_wave,glam_metal,1
country,burlesque,1
rock,bossa_and_others,1
pop_punk,ska,5
hard_rock,country_rock,25
hardcore_punk,parody,1
r&b,opm,2
salsa,freestyle,3
library,electronic_rock,1
acoustic_rock,poetry,1
dream_pop,trip_hop,4
afro_cuban_jazz,traditional_jazz,1
broadway,christian,2
art_punk,new_wave,7
electro_acoustic,indie,1
soul,middle_eastern,1
irish,punk,1
alternative_r&b,psychedelic,1
soundtrack,doo_wop,1
dance_pop,electro,2
latin_freestyle,pop,3
electro_house,electro_pop,4
baroque_pop,film,1
avant_garde_jazz,indo_jazz,1
lounge,acapella,1
progressive_house,electronica,3
new_wave,urban,2
dance,tribute,1
roots_rock,flamenco,1
freestyle,rock,1
dark_ambient,industrial,3
metal,alternative_rock,5
christmas,art_pop,1
latin_rock,synth_pop,1
chamber,symphonic,1
avant_garde_jazz,cool_jazz,1
blues_rock,classical_crossover,1
soft_rock,karaoke,1
hip_hop,death_metal,2
reggae,art_pop,1
cajun,pop_rock,1
neo_psychedelic,noise_rock,3
chicago_blues,psychedelic_rock,1
digital_hardcore,experimental_rock,1
nostalgia,twee_pop,1
azerbaijani_jazz,gypsy_jazz,1
pop,disco,84
psychedelic_folk,a_cappella,1
experimental_rock,alternative_country,1
holiday,bluegrass,1
azerbaijani_jazz,kansas_city_jazz,1
folk,tulsa_sound,1
folk_blues,progressive_folk,1
country,dance,8
nu_jazz,orchestral_jazz,1
alternative_rock,worship,2
art_metal,experimental_rock,1
southern_rock,emo,1
soft_rock,contemporary_worship,1
post_hardcore,experimental_rock,13
surf_rock,nursery_rhymes,1
extreme_metal,symphonic_metal,3
lovers_rock,soul_dance,1
bluegrass,gospel,22
deep_house,quiet_storm,1
afro_pop,hip_hop,1
jazz_blues,gospel,1
alternative_rock,noise_pop,4
classical_crossover,tribute,1
hard_rock,post_hardcore,11
country_rock,contemporary,1
progressive_metal,alternative_rock,4
folk,contemporary,10
art_pop,electronica,1
bolero,afro,1
new_wave,nostalgia,1
hip_house,dance_pop,1
dance,hip_house,5
house,urban,2
reggae,folk,8
speed_metal,groove_metal,4
folk,cajun,5
rock_en_español,pop_rock,2
observational,sitcom,1
2_tone,rapcore,1
library,oriented_rock,1
extreme_metal,power_metal,1
surreal_humiddle_of_the_road,sketch_comedy,4
soundtrack,twee_pop,1
classical_crossover,nostalgia,1
funk,comedy_rock,1
metal,doomsday_metal,1
opera,broadway,2
new_wave,electronic_rock,7
punk_rock,art_rock,3
chamber_jazz,soul_jazz,1
melodic_death_metal,grindcore,4
dance,disco_house,1
canadian,folk,1
soul,glam_metal,1
world,spoken_word,2
blues,frevo,1
rock,dance_punk,2
comedy_pop,parody,1
dub,experimental,2
soft_rock,ccm,1
r&b,cajun,5
alternative_rock,christian_rock,11
americana,punk,3
balada,dance_pop,1
jazz,latin,16
cool_jazz,free_improvisation,1
industrial,experimental_rock,5
alternative_rock,free_jazz,1
improvisation,punk_rock,1
experimental_rock,new_wave,9
jazz,alternative_r&b,2
lo_fi,football_chant,1
nu_metal,pop,3
rap_rock,emo_rap,1
uk_garage,rhythm_&_grime,1
doom_metal,punk_rock,2
post_rock,post_hardcore,3
psychedelic_folk,lo_fi,5
symphonic_metal,aor,1
folk_rock,heavy_metal,4
surf_rock,jingles,1
dark_ambient,ambient,2
jesus,christian_rock,1
trip_hop,electronica,35
rock,experimental_rock,13
neoclassical,opera,1
rock,euthadisco,1
post_punk,grunge,3
hard_bop,jazz_blues,1
folk,folktronica,1
grindcore,industrial_hip_hop,1
indie,electro_pop,3
electronic_rock,glam_metal,1
cool_jazz,neo_swing,1
folk,canadiana_celtic,1
british_folk_rock,hard_rock,1
noise,nu_metal,1
garage_punk,heavy_metal,1
acoustic,swing,1
free_funk,jazz_rap,1
hard_rock,melodic_death_metal,6
synth_pop,soundtrack,1
trip_hop,techno,3
glam_rock,twee_pop,1
salsa,neo_swing,1
acoustic_rock,acapella,1
gothic_metal,funeral_doom_metal,1
americana,classic_rock,1
electronic,soft_rock,2
new_jack_swing,country,1
christian_rock,christian_alternative_rock,1
bolero,guajira,2
canción,habanera,1
acid_rock,freak_folk,1
swing,lounge,2
indie_rock,teen_pop,1
free_jazz,avant_garde,4
ritual,hymns,1
post_punk,art_punk,7
mexitón,rap,1
samba_rock,mpb,3
nu_metal,black_metal,1
aor,freestyle,1
garage_punk,grunge,3
folk,melodic_hardcore,4
grime,hip_hop,15
hip_hop,snap,1
harmony_pop,chamber_pop,1
west_coast_hip_hop,gangsta_rap,22
funk,g_funk,3
rock&roll,ccm,1
alternative_metal,glam_metal,2
new_age,britpop,1
tribute,blue_eyed_soul,1
west_coast_hip_hop,edm,1
country,zydeco,2
punk_jazz,traditional_jazz,1
afro_cuban_jazz,mainstream_jazz,1
synth_pop,tech_house,1
world_beat,j_synth,1
western,outlaw_country,1
electronic,electronica,3
experimental_rock,lounge,1
metalcore,worship,1
pop,christian_pop,1
metalcore,experimental,1
hardcore_punk,crust_punk,1
afrobeat,r&b,3
indie_pop,nightcore,1
dance,trance,4
alternative_country,southern_rock,5
rock,classical,22
art_pop,world_beat,3
blues,jazz_classical,1
ambient,chamber_pop,1
blues_rock,african_blues,2
singer_songwriter,anti_genre,1
europop,electronic_rock,1
free_funk,ska_jazz,1
post_hardcore,soft_rock,1
monster_rock,rock,1
indie_rock,world_beat,4
jazz_fusion,hymns,1
progressive_rock,garage_rock,2
dream_pop,britpop,1
bentonia_school,blues,1
rock_pop,comedy_pop,1
classical_crossover,jazz,3
middle_eastern,sociopolitical,1
chillout,acid_jazz,1
kansas_city_jazz,latin_jazz,1
nu_jazz,soul_jazz,1
hip_hop,doo_wop,2
hard_rock,lo_fi,3
alternative_hip_hop,breakbeat,1
funk,alternative_r&b,1
brazilian_rock,post_punk,2
lounge,j_synth,1
melodic_death_metal,comedy_rock,2
musique_concrete,middle_of_the_road,1
synth_pop,progressive_pub,1
gospel,worship,7
soul,latin,1
avant_garde,doo_wop,1
underground_rock,alternative_country,1
west_coast_blues,jump_blues,2
art_rock,dance_rock,2
techno_pop,electronic,1
art_rock,neo_progressive_rock,2
indie,psychedelic_folk,1
third_wave_ska,funk,2
street_punk,r&b,1
reggae,punk_rock,10
electronica,experimental,11
french_pop,garage_rock,1
anti_folk,alternative_rock,3
glam_rock,industrial_rock,1
hard_rock,hip_pop,1
progressive_metal,extreme_metal,3
pop_classical,pop_rock,1
industrial,progressive_rock,1
folk_rock,edm,1
christian_rock,pop,2
ambient,lo_fi,4
technical_death_metal,black_metal,3
ska_punk,alternative_rock,12
rock,power_pop,37
christian_ska,ska_punk,1
celtic_rock,new_wave,2
electronic,gothic,1
gypsy_jazz,jazz_fusion,5
southern_soul,novelty,1
art_rock,jazz,7
dance,homo_hop,1
electronic,french_house,1
contemporary,disco,1
art_rock,country,2
cape_jazz,punk_jazz,1
christian_alternative_rock,heavy_metal,1
ragga,punk_rock,1
mpb,funk,1
elevator,football_chant,1
psychedelic_rock,space_rock,9
pop,harmony_pop,1
rock,forró,1
gypsy_jazz,bluegrass,1
pop_rock,indie_folk,4
country,acid_rock,1
christmas,synth_pop,1
jungle,drum&bass,1
cape_jazz,kansas_city_jazz,1
pop,sports,1
froggy_fresh,comedy_hip_hop,1
new_wave,world_fusion,1
appalachian,klezmer,1
surreal_humor,musical_comedy,1
orchestral_pop,oriented_rock,1
garage_house,deep_house,1
r&b,glam_rock,3
folk_rock,a_cappella,1
chamber_jazz,progressive_jazz,1
elevator,oriented_rock,1
euro_disco,electronic,1
experimental_rock,world,2
post_grunge,psychedelic_rock,2
pop_rock,show_tuness,1
afrobeat,third_stream,1
jug_band,ragtime,1
folktronica,synth_pop,2
jazz_rap,hardcore_hip_hop,1
hip_hop,country,10
experimental_hip_hop,ambient,1
house,nu_jazz,2
reggae,rock,30
world_fusion,nursery_rhymes,1
piedmont_blues,delta_blues,3
expressionism,spoken_word,1
psychedelic_rock,drone,1
blue_eyed_soul,comedy,1
kansas_city_jazz,modal_jazz,1
noise,film,1
sketch_comedy,satire,6
irish_traditional,gregorian_chant,1
blues,acid_rock,3
new_age,elevator,1
vaudeville,old_time_radio,1
breakbeat,doo_wop,1
lo_fi,sound_collage,1
bluegrass,swamp_rock,1
electro_acoustic,country,1
pop_rock,latin_freestyle,1
west_coast_hip_hop,hyphy,8
folk_jazz,free_improvisation,1
gospel,ccm,4
alternative_rock,experimental_pop,3
ambient,video_game,1
gothic_metal,industrial_metal,3
diy,post_punk,1
synth_pop,electronic_rock,12
azerbaijani_jazz,yass,1
metal,grunge,2
garage_punk,metal,1
hard_rock,instrumental_metal,1
soul,tribute,1
heavy_metal,dance_jug,1
bedroom_pop,singer_songwriter,1
experimental,idm,3
novelty,breakbeat,1
dubstep,experimental,1
blues,manguebeat,1
m_base,neo_swing,1
instrumental_synth,acapella,1
film,orchestral,1
electro_hop,house,1
instrumental_synth,chamber_pop,1
political_satire,character_comedy,1
dixieland,old_style_jazz,1
horror_punk,thrash_metal,1
industrial_metal,psychobilly,1
soft_rock,acapella,1
stride,neo_swing,1
european_free_jazz,soul_jazz,1
post_disco,hi_nrg,1
salsa,house,1
dansband,rock,3
bengali,fusion,1
baroque_pop,teen_pop,1
instrumental_synth,twee_pop,1
bluegrass,western_swing,2
lo_fi,karaoke,1
blackgaze,post_punk,1
pop,lounge,3
acid_jazz,chamber_jazz,1
psychedelic_blues,alternative_rock,1
opera_pop,world,1
punk_rock,hip_hop,6
blues_rock,synthrock,1
music_of_colombia,guabina,1
neo_psychedelic,indie_rock,8
nu_metal,gothic_metal,3
musical_comedy,cringe_comedy,2
bedroom_pop,indie_pop,3
folk_jazz,free_funk,1
son_montuno,guaracha,2
louisiana_blues,piedmont_blues,1
reggae_fusion,indian_pop,1
jazz,reggae,21
chanson,new_wave,1
noise_rock,hardcore_punk,4
free_improvisation,orchestral_jazz,1
halloween,bedroom_pop,1
grunge,neoclassical,1
french_rock,folk,1
contemporary_classical,flamenco,1
psychedelic,gospel,1
singer_songwriter,country,9
musique_concrete,casiocore,1
down_tempo,jazz,1
azerbaijani_jazz,swing,1
progressive_metal,jazz,2
experimental,cybergrind,1
parody,rap,1
rock,noise_rock,1
jazz,broadway,2
melodic_hardcore,pop_punk,9
pop,classical,37
folk,traditional_historical,1
pop_dance,soul,1
glam_metal,outlaw_country,1
rock&roll,forró,1
noise_rock,instrumental_rock,1
classical_crossover,down_tempo,1
rock,pop_jazz,1
pop_hip_hop,r&b,1
new_age,spanish_guitar,1
neotraditional_country,alternative_metal,1
orchestral_pop,teen_pop,1
pop_punk,glam_metal,2
musical_pop,disco,1
gypsy_jazz,caribbean,1
teen_pop,doo_wop,1
acoustic,african_blues,1
dance,doo_wop,1
lounge,orchestral_pop,1
observational_comedy,hard_rock,2
indie_folk,freak_folk,1
hard_rock,reggae_fusion,1
rocksteady,dub,1
dark_cabaret,middle_eastern,1
bluegrass,instrumental,1
southern_rock,blues_rock,32
electronic,indietronica,2
halloween,nostalgia,1
jazz,sophisti_pop,1
country,production,1
psychedelic,gothic_country,1
bebop,soul_jazz,2
soft_rock,latin,2
funk,karaoke,1
noise_rock,post_punk,8
garage_punk,psychedelic_pop,2
punk_rock,glam_metal,4
experimental,nightcore,1
progressive_house,trip_hop,1
christian_pop,pop_rock,1
indie,electro_folk,1
progressive_pop,acapella,1
blues_rock,space_rock,1
hip_house,edm,3
dance,oriented_rock,1
avant_garde_pop,alternative,1
halloween,middle_of_the_road,1
symphonic_rock,power_metal,1
jam_rock,americana,1
brazilian_pop,jazz,1
club,alternative_rock,1
swamp_rock,grunge,1
krautrock,electronic,2
country_rock,blues,21
dub,reggae,12
orchestral_jazz,soul_jazz,1
pop,calypso,3
disco,hard_rock,3
karaoke,twee_pop,1
christian_metal,christian_rock,8
harmony_pop,easy_listening,1
cloud_rap,horrorcore,1
jazz_fusion,cabaret,2
jazz_mugham,latin_jazz,1
native_american,alternative_rock,1
progressive,ambient,1
ebm,experimental,1
lo_fi,bedroom_pop,2
industrial_metal,rap_metal,1
jazz_rap,noise,1
bubblegum_pop,indie_pop,1
polka,klezmer,2
boogie_rock,rock,2
punk_rock,ambient,1
avant_garde_jazz,electronic,1
singer_songwriter,contemporary_christian,2
hip_hop,contemporary_r&b,1
afrobeat,smooth_jazz,1
surf_rock,new_wave,1
traditional_pop,pop_rock,1
quiet_storm,disco,1
experimental_rock,slide_guitar,1
pop,novelty,7
desert_rock,garage_rock_revival,1
polka,funk,1
blue_eyed_soul,post_hardcore,1
traditional_pop,dance,1
black_metal,viking_metal,1
bubblegum_pop,country_rock,1
progressive_metal,industrial,2
alternative_dance,indian,1
bluegrass,flamenco,2
soul,popular,1
alternative_hip_hop,alternative_dance,2
rap,future_bass,1
afrobeat,cape_jazz,1
ska_punk,street_punk,3
gypsy_jazz,rock,3
speed_metal,neoclassical_metal,6
neoclassical_dark_wave,ethereal_wave,1
garage_punk,punk_rock,7
punk,gothic_rock,2
film,soul,3
jazz,disco_electronica,1
jazz_funk,ska_jazz,1
chillwave,dream_pop,1
reggae_rock,disco,1
rockabilly,fingerstyle,1
western,industrial_rock,1
glam_metal,metalcore,4
post_rock,ambient,7
indie_folk,black_metal,1
industrial_metal,hardcore_punk,3
casiocore,arena_rock,1
glam_metal,electro_house,1
melodic_rock,progressive_rock,1
alternative_country,electronic,1
soul,funk_rock,9
chamber_pop,oriented_rock,1
post_industrial,synth_pop,1
lounge,oriented_rock,1
anthem_trance,karaoke,1
stoner_rock,garage_rock_revival,1
pop_punk,ccm,1
progressive_rock,alternative_rock,30
noise_rock,industrial_metal,1
popular,jump_blues,1
glam_rock,indie,1
crunk,pop,3
indie_pop,outsider,1
big_band,broadway,1
christian_hip_hop,spoken_word,1
new_wave,progressive_pop,1
jazz,swing_dixieland,1
middle_of_the_road,jangle_pop,1
r&b,mexican_folk,1
sketch_comedy,physical_comedy,1
christian_rock,indie_folk,2
pop,new_orleans_jazz,1
synth_pop,trap,1
calypso,lo_fi,1
house,chillout,1
hip_hop,nightcore,1
electric_blues,rockabilly,1
americana,flamenco,1
ambient,deep_house,2
black_comedy,musical_comedy,4
american_roots,r&b,1
electronica,post_rock,2
azerbaijani_jazz,neo_bop_jazz,1
folk_jazz,smooth_jazz,1
dixieland,mainstream_jazz,1
soul_jazz,yass,1
soul,african_american,1
acoustic_rock,casiocore,1
brazilian_rock,samba_rock,1
rock,nu_metal,2
french_variety,ballads,1
christian_pop,indie_folk,1
outlaw_country,post_grunge,1
surf_rock,art_rock,1
glam_metal,country_rock,4
contemporary_classical,technical_death_metal,1
bolero,filin,1
disco,acapella,1
elevator,anthem_trance,1
dance,bluegrass,1
bluegrass,contemporary_christian,1
glam_rock,jingles,1
trap,r&b,17
art_rock,hard_rock,18
new_age,world_beat,1
progressive_pop,nightcore,1
dance_pop,electronica,12
folk_jazz,jazz_rap,1
blues,electro,1
house,dancehall,2
post_punk_revival,psychedelic_rock,1
electronic,sampledelia,1
grime,dancehall,1
progressive_metal,avant_garde_metal,5
crust_punk,d_beat,1
art_rock,glam_rock,10
surf_rock,doo_wop,1
neo_bop_jazz,punk_jazz,1
delta_blues,gospel,1
surf_rock,big_band,1
synth_pop,industrial_metal,5
baroque_pop,britpop,2
heavy_metal,melodic_metal,1
musique_concrete,teen_pop,1
honky_tonk,folk,5
country,schlager,2
dance,alternative_dance,1
avant_garde_metal,alternative_rock,1
proto_punk,brega,1
alternative_rock,dance_rock,8
afrobeat,organ_trio,1
classical,french_variety,1
jazz,zydeco,3
black_comedy,satire,6
ambient,synth_pop,9
alternative_dance,alternative_rock,14
folk_blues,country,1
vaudeville,comedy,1
pop,latin_hip_hop,1
progressive_pop,spoken_word,1
experimental,down_tempo,1
deathrock,jazz,1
anti_folk,cabaret,1
proto_punk,electronica,1
musique_concrete,twee_pop,1
piano_rock,progressive_rock,1
library,christmas,1
soft_rock,schlager,1
garage_rock,dream_pop,1
vocal_jazz,bossa_nova,2
hypnagogic_pop,psychedelic_rock,1
progressive_death_metal,melodic_death_metal,1
latin,latin_trap,1
americana,electric_blues,1
swamp_blues,soul_blues,1
surf_rock,nightcore,1
library,nursery_rhymes,1
hard_rock,cowpunk,1
texas_blues,cajun,2
holiday,alternative,1
soul,avant_garde,1
cape_jazz,organ_trio,1
skate_punk,jazz,1
electro_punk,alternative_metal,1
swing,opera,1
folk_punk,thrash_metal,1
sunshine_pop,classical,1
big_band,comedy_rock,1
dance_rock,contemporary,1
corrido,jazz,1
funk,soca,1
eurodance,edm,3
instrumental_rock,alternative_rock,1
neotraditional_country,southern_rock,1
punk_rock,pop_punk,39
post_metal,experimental_rock,2
noise_pop,freak_folk,1
d_beat,deathgrind,1
singer_songwriter,indie_rock,8
rock,funk_metal,3
punk,acoustic,1
afro_cuban_jazz,funk,1
world,dance_pop,3
soul_jazz,third_stream,1
popular,jazz,6
gothic_metal,aor,1
grunge,neo_psychedelic,3
easy_listening,novelty,1
alternative_folk,country_folk,1
indie_folk,progressive_folk,1
alternative_rock,childrens,1
novelty,classical_crossover,1
classical_crossover,breakbeat,1
comedy_hip_hop,parody,1
bebop,chamber_jazz,1
folk_rock,synthrock,1
easy_listening,show_tuness,5
rock&roll,experimental_rock,7
miami_bass,electro,1
dance,ambient,1
hi_nrg,contemporary,2
ccm,metal,1
soul,dance,92
r&b,arabic,1
world_fusion,acapella,1
contemporary_classical,progressive_metal,1
western,soft_rock,3
jazz_rock,performance_poetry,1
lo_fi,progressive_pop,1
alternative_r&b,down_tempo,1
synth_pop,indie_rock,19
electronica,folk,12
southern_rock,industrial,1
alternative,brown_eyed_soul,1
r&b,german_schlager,1
christian_alternative_rock,rock,1
house,homo_hop,1
americana,tulsa_sound,1
synth_pop,neo_soul,2
country_punk,psychobilly,1
stride,third_stream,1
indie_rock,industrial_rock,3
surf,swamp_rock,1
elevator,electronic_rock,1
world,flamenco,3
solo_acoustic,alternative,1
hard_bop,gypsy_jazz,1
post_punk_revival,blues,1
outlaw_country,jam,1
folk_rock,traditional_irish,1
neo_bop_jazz,cape_jazz,1
roots_rock,soft_rock,2
electronic,neo_psychedelic,1
blue_eyed_soul,swamp_rock,1
contemporary,pop,64
drum&bass,down_tempo,1
funk,world_beat,1
groove_metal,alternative_rock,2
ska_punk,hard_rock,2
alternative,flamenco_fusion,1
avant_garde,rock&roll,4
rock,neo_psychedelic,2
trance,indie_pop,1
reggaeton,urban,2
edm,urban,2
swing,funk,2
soul,nasheed,1
afrobeat,bossa_nova,1
blues_rock,bluegrass,4
observational_comedy,rock,2
progressive_house,dance_pop,1
easy_listening,opera_pop,4
indie_rock,rockabilly,2
hip_house,electro,1
christmas,blue_eyed_soul,1
sketch_comedy,parody,1
chamber_jazz,free_funk,1
acid_jazz,soul_jazz,1
blues_rock,symphony,1
jazz,comedy_acting,1
experimental,harmony_pop,1
melodic_hardcore,hard_rock,2
latin,rockabilly,1
dancehall,experimental,1
singer_songwriter,pop_rock,4
folk_blues,acoustic_blues,1
chillwave,ambient,1
indietronica,goth,1
no_wave,classical,1
psychedelic,americana,1
funk,jangle_pop,1
rock_ballads,edm,1
alternative_rock,funk_rock,13
post_punk_revival,rap_rock,1
folk_rock,funk,4
