,artist,gender,category,retrieved,genre
6882,Natalie Mendoza,female,Australian_female_singers,Natalie Mendoza,['hollywood']
6883,Natalie Merchant,female,American_female_singer-songwriters,Natalie Merchant,"['folk', 'lilith', 'mellow gold', 'new wave pop', 'pop rock', 'singer-songwriter']"
6884,Natalie Powers,female,English_female_singers,Natalie Powers,['euro hi-nrg']
6885,Natalie Prass,female,American_female_rock_singers,Natalie Prass,['rva indie']
6886,Natasha Bedingfield,female,English_female_pop_singers,Natasha Bedingfield,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
6887,Natasha Shneider,female,Female_rock_singers,Natasha Shneider,['palm desert scene']
6888,Natasha St-Pier,female,Canadian_female_pop_singers,Natasha St-Pier,"['chanson', 'chant religieux', 'french pop']"
6889,Nate Dogg,male,African-American_male_rappers,Nate Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
6890,Nathalie Cardone,female,French_female_singers,Nathalie Cardone,['french pop']
6891,Nathalie Santamaria,female,French_female_singers,Nathalie Santamaria,['classic eurovision']
6892,Nathan East,male,American_male_guitarists,Nathan East,"['electric bass', 'instrumental funk', 'modern funk']"
6893,Nathan Lawr,male,Canadian_male_singers,Nathan Lawr,['ontario indie']
6894,Nathan Rogers,male,Canadian_male_singers,Nathan Rogers,['contemporary folk']
6895,Nathan Sykes,male,English_male_singers,Nathan Sykes,['post-teen pop']
6896,Nathan Wiley,male,Canadian_male_singers,Nathan Wiley,"['paracana', 'pei indie']"
6900,Natália Kelly,female,American_female_singers,Natália Kelly,['eurovision']
6901,Nayer,female,American_female_singers,Nayer,['deep dance pop']
6902,Nayobe,female,American_female_singers,Nayobe,"['deep freestyle', 'freestyle']"
6903,Nazeel Azami,male,English_male_singers,Nazeel Azami,['nasheed']
6905,Neako,male,African-American_male_rappers,Neako,"['new jersey rap', 'soul flow']"
6906,Neal Coty,male,American_country_singers,Neal Coty,['deep contemporary country']
6907,Neal E. Boyd,male,American_male_singers,Neal E. Boyd,['operatic pop']
6908,Neal McCoy,male,American_country_singers,Neal McCoy,"['contemporary country', 'country', 'country road', 'country rock']"
6909,Neal Middleton,male,American_male_singers,Neal Middleton,['deep talent show']
6910,Neal Morse,male,American_male_guitarists,Neal Morse,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']"
6911,Neal Schon,male,American_male_guitarists,Neal Schon,"['instrumental rock', 'neo classical metal']"
6912,Nebu Kiniza,male,African-American_male_rappers,Nebu Kiniza,"['melodic rap', 'trap', 'vapor trap']"
6913,Necro,male,American_male_rappers,Necro,"['hardcore hip hop', 'horrorcore']"
6914,Ned Collette,male,Australian_male_singers,Ned Collette,['melbourne indie']
6915,Ned Doheny,male,American_male_guitarists,Ned Doheny,"['deep soft rock', 'yacht rock']"
6916,Ned Miller,male,American_country_singers,Ned Miller,['nashville sound']
6917,Neef Buck,male,African-American_male_rappers,Neef Buck,"['battle rap', 'philly rap']"
6918,Neev Kennedy,female,Irish_female_singers,Neev Kennedy,['vocal trance']
6919,Neffa,male,Male_songwriters,Neffa,"['classic italian pop', 'italian alternative', 'italian arena pop', 'italian hip hop', 'italian pop', 'italian underground hip hop', 'rap napoletano']"
6920,Neil Ardley,male,English_male_composers,Neil Ardley,['british jazz']
6921,Neil Diamond,male,American_male_guitarists,Neil Diamond,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']"
6922,Neil Finn,male,Male_guitarists,Neil Finn,['nz singer-songwriter']
6923,Neil Leyton,male,Canadian_male_singers,Neil Leyton,['commons']
6924,Neil Merryweather,male,Canadian_male_singers,Neil Merryweather,['psychedelic blues-rock']
6925,Neil Patrick Harris,male,American_male_singers,Neil Patrick Harris,"['comic', 'hollywood']"
6926,Neil Sedaka,male,American_male_singer-songwriters,Neil Sedaka,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rockabilly', 'soft rock']"
6927,Neil Young,male,Canadian_male_singers,Neil Young,"['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter']"
6928,Neil Zaza,male,American_male_guitarists,Neil Zaza,"['instrumental rock', 'neo classical metal', 'shred']"
6929,Neko Case,female,American_female_country_singers,Neko Case,"['alternative country', 'anti-folk', 'art pop', 'canadian indie', 'canadian singer-songwriter', 'chamber pop', 'folk', 'indie folk', 'indie pop', 'indie rock', 'lilith', 'new americana', 'outlaw country', 'pop rock', 'roots rock', 'singer-songwriter', 'slow core', 'stomp and holler', 'traditional folk']"
6930,Nellie Lutcher,female,African-American_female_singers,Nellie Lutcher,['rhythm and blues']
6931,Nellie McKay,female,American_female_jazz_singers,Nellie McKay,"['anti-folk', 'lilith']"
6932,Nelly,male,African-American_male_rappers,Nelly,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']"
6933,Nelly Furtado,female,Canadian_female_pop_singers,Nelly Furtado,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap', 'pop rock']"
6934,Nelly Miricioiu,female,British_female_singers,Nelly Miricioiu,['classical soprano']
6935,Nels Cline,male,American_male_guitarists,Nels Cline,['jazz guitar']
6936,Neon Hitch,female,English_female_pop_singers,Neon Hitch,['electropop']
6937,Nerdkween,female,African-American_female_singer-songwriters,Nerdkween,['lo star']
6938,Nerina Pallot,female,English_female_singers,Nerina Pallot,"['channel islands indie', 'lilith', 'pop rock', 'uk alternative pop']"
6939,Nersik Ispiryan,male,American_male_singers,Nersik Ispiryan,"['armenian folk', 'armenian pop']"
6940,Nervous Norvus,male,American_male_singers,Nervous Norvus,['song poem']
6941,Nesey Gallons,male,American_male_singer-songwriters,Nesey Gallons,['e6fi']
6942,Neville Staple,male,English_male_singers,Neville Staple,['ska revival']
6945,Newton Faulkner,male,English_male_singers,Newton Faulkner,['neo mellow']
6946,Ngaiire,female,Australian_female_singers,Ngaiire,"['australian electropop', 'australian pop']"
6947,Nguyên Lê,male,Male_guitarists,Nguyên Lê,"['contemporary jazz', 'french jazz']"
6948,Niagara,female,American_female_singers,Niagara,"['chanson', 'french pop', 'french rock']"
6949,Niamh Parsons,female,Irish_female_singers,Niamh Parsons,"['celtic', 'irish folk']"
6950,Nicholas Clapton,male,English_male_singers,Nicholas Clapton,['classical countertenor']
6951,Nicholas Lanier,male,English_male_singers,Nicholas Lanier,['english baroque']
6952,Nicholas Sillitoe,male,English_male_composers,Nicholas Sillitoe,['british soundtrack']
6953,Nichole Nordeman,female,American_female_singers,Nichole Nordeman,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
6954,Nick 13,male,American_country_singers,Nick 13,['psychobilly']
6955,Nick Cannon,male,African-American_male_rappers,Nick Cannon,['pop rap']
6956,Nick Carter,male,American_male_pop_singers,Nick Carter,['dance pop']
6958,Nick Drake,male,English_male_singer-songwriters,Nick Drake,"['british folk', 'chamber pop', 'folk', 'folk rock', 'freak folk', 'indie folk', 'melancholia', 'rock', 'roots rock', 'singer-songwriter', 'slow core']"
6959,Nick Fradiani,male,American_male_singers,Nick Fradiani,['talent show']
6960,Nick Garrie,male,English_male_singers,Nick Garrie,['baroque pop']
6961,Nick Gilder,male,Canadian_male_singers,Nick Gilder,['classic canadian rock']
6962,Nick Gravenites,male,American_male_singer-songwriters,Nick Gravenites,['blues band']
6963,Nick Harper,male,English_male_singers,Nick Harper,['british folk']
6964,Nick Heyward,male,English_male_singers,Nick Heyward,"['dance rock', 'new romantic', 'new wave', 'new wave pop']"
6965,Nick Jonas,male,American_male_singer-songwriters,Nick Jonas,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
6966,Nick Kamen,male,English_male_singers,Nick Kamen,['italian disco']
6967,Nick Keir,male,Scottish_male_singers,Nick Keir,"['middle earth', 'scottish singer-songwriter']"
6968,Nick Lachey,male,American_male_singers,Nick Lachey,['dance pop']
6969,Nick Lowe,male,English_male_singers,Nick Lowe,"['alternative country', 'art rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'jangle pop', 'power pop', 'pub rock', 'roots rock', 'singer-songwriter']"
6971,Nick Murphy,male,Australian_male_singers,Nick Murphy,"['australian electropop', 'australian indie', 'downtempo']"
6972,Nick Oliveri,male,American_male_singers,Nick Oliveri,"['palm desert scene', 'stoner rock']"
6973,Nick Pitera,male,American_male_singers,Nick Pitera,['viral pop']
6974,Nick Santino,male,American_male_singer-songwriters,Nick Santino,['alternative pop rock']
6975,Nicki Bluhm,female,American_female_country_singers,Nicki Bluhm,['nashville singer-songwriter']
6976,Nicki French,female,English_female_pop_singers,Nicki French,"['eurodance', 'hip house']"
6977,Nicki Gillis,female,Australian_female_singers,Nicki Gillis,['neo-traditional country']
6978,Nicki Minaj,female,African-American_female_singer-songwriters,Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']"
6979,Nicky Wire,male,Welsh_male_singers,Nicky Wire,['welsh rock']
6981,Nicola Stilo,male,Male_guitarists,Nicola Stilo,['jazz flute']
6982,Nicolas Peyrac,male,French_male_singers,Nicolas Peyrac,"['chanson', 'classic french pop', 'vintage french electronic', 'ye ye']"
6983,Nicolas de Angelis,male,Male_guitarists,Nicolas de Angelis,['rumba']
6984,Nicole C. Mullen,female,American_female_singers,Nicole C. Mullen,"['christian alternative rock', 'christian music', 'worship']"
6985,Nicole Croisille,female,French_female_singers,Nicole Croisille,"['chanson', 'classic french pop', 'ye ye']"
6986,Nicole Kidman,female,American_female_singers,Nicole Kidman,"['hollywood', 'movie tunes', 'show tunes']"
6987,Nicole Millar,female,Australian_female_singers,Nicole Millar,"['australian pop', 'gauze pop']"
6988,Nicole Rieu,female,French_female_singers,Nicole Rieu,['classic eurovision']
6989,Nicole Scherzinger,female,American_female_singer-songwriters,Nicole Scherzinger,"['dance pop', 'electropop', 'europop', 'pop', 'pop rap', 'post-teen pop']"
6990,Nicole Wray,female,American_female_pop_singers,Nicole Wray,"['hip pop', 'r&b', 'urban contemporary']"
6991,Nicoletta,female,French_female_singers,Nicoletta,"['chanson', 'classic french pop', 'ye ye']"
6992,Nicolette Larson,female,American_female_country_singers,Nicolette Larson,"['classic uk pop', 'country rock', 'mellow gold', 'soft rock', 'yacht rock']"
6994,Nigel Hess,male,English_male_composers,Nigel Hess,['british soundtrack']
6995,Nigel North,male,Male_guitarists,Nigel North,"['classical performance', 'lute']"
6996,Nigel Rogers,male,English_male_singers,Nigel Rogers,['classical countertenor']
6997,Nik Kershaw,male,English_male_singers,Nik Kershaw,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
6998,Niki Evans,female,English_female_pop_singers,Niki Evans,['talent show']
6999,Nikita Koshkin,male,Male_guitarists,Nikita Koshkin,['classical guitar']
7001,Nikki Blonsky,female,American_female_singers,Nikki Blonsky,"['hollywood', 'movie tunes', 'show tunes']"
7002,Nikki Lane,female,American_female_country_singers,Nikki Lane,"['alternative country', 'new americana', 'outlaw country']"
7003,Nikki McKibbin,female,American_female_singer-songwriters,Nikki McKibbin,['idol']
7004,Nikki Sudden,male,English_male_singers,Nikki Sudden,['punk blues']
7005,Nikki Webster,female,Australian_female_singers,Nikki Webster,['australian pop']
7006,Nikki Yanofsky,female,Canadian_female_pop_singers,Nikki Yanofsky,"['canadian pop', 'vocal jazz']"
7007,Nikko Smith,male,American_male_singers,Nikko Smith,['idol']
7008,Niklas Hallman,male,Swedish_male_singers,Niklas Hallman,['norwegian gospel']
7009,Nikolas Metaxas,male,American_male_singer-songwriters,Nikolas Metaxas,"['cypriot pop', 'talent show']"
7010,Nil Karaibrahimgil,female,Female_rock_singers,Nil Karaibrahimgil,"['turkish folk', 'turkish jazz', 'turkish pop', 'turkish singer-songwriter']"
7011,Nil Lara,male,American_male_singers,Nil Lara,['miami indie']
7013,Nile Rodgers,male,American_male_guitarists,Nile Rodgers,['disco']
7014,Nils Lofgren,male,American_male_guitarists,Nils Lofgren,"['country rock', 'folk rock', 'mellow gold', 'pub rock', 'roots rock']"
7015,Nina Gordon,female,American_female_guitarists,Nina Gordon,"['candy pop', 'lilith']"
7016,Nina Hagen,female,Female_rock_singers,Nina Hagen,['german punk']
7018,Nina Morato,female,French_female_singers,Nina Morato,['classic eurovision']
7019,Nina Nastasia,female,American_female_guitarists,Nina Nastasia,"['melancholia', 'slow core']"
7020,Nina Simone,female,African-American_female_singer-songwriters,Nina Simone,"['adult standards', 'jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']"
7023,Nino Ferrer,male,French_male_singers,Nino Ferrer,"['chanson', 'french rock', 'ye ye']"
7024,Nipsey Hussle,male,African-American_male_rappers,Nipsey Hussle,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
7025,Nita Strauss,female,American_female_guitarists,Nita Strauss,"['shred', 'slayer']"
7026,Nitin Sawhney,male,English_male_composers,Nitin Sawhney,"['electronica', 'nu jazz', 'trip hop', 'world fusion']"
7028,Nivea,female,African-American_female_singers,Nivea,"['atl hip hop', 'deep pop r&b', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']"
7029,Niykee Heaton,female,American_female_singer-songwriters,Niykee Heaton,['pop']
7031,Niño Ricardo,male,Male_guitarists,Niño Ricardo,"['cante flamenco', 'flamenco', 'flamenco guitar', 'rumba']"
7032,Niño Rivera,male,Male_guitarists,Niño Rivera,"['mambo', 'son cubano']"
7034,Nnenna Freelon,female,American_female_jazz_singers,Nnenna Freelon,"['contemporary vocal jazz', 'vocal jazz']"
7035,No Malice,male,African-American_male_rappers,No Malice,['conscious hip hop']
7038,Noah Georgeson,male,American_male_singers,Noah Georgeson,"['freak folk', 'new weird america']"
7039,Nocando,male,African-American_male_rappers,Nocando,['battle rap']
7041,Noel Harrison,male,English_male_singers,Noel Harrison,['classic uk pop']
7042,Noel Richards,male,English_male_singers,Noel Richards,"['classic praise', 'uk worship']"
7043,Noite Ilustrada,male,Male_guitarists,Noite Ilustrada,"['brega', 'forro', 'pagode', 'samba', 'velha guarda']"
7044,Nolwenn Korbell,female,French_female_singers,Nolwenn Korbell,['breton folk']
7045,Noni Hazlehurst,female,Australian_female_singers,Noni Hazlehurst,['musiikkia lapsille']
7046,Noosa,female,American_female_pop_singers,Noosa,"['shimmer pop', 'shiver pop']"
7047,Norah Jones,female,American_female_country_singers,Norah Jones,"['adult standards', 'contemporary vocal jazz', 'neo mellow', 'vocal jazz']"
7048,Norbert Kraft,male,Male_guitarists,Norbert Kraft,"['brazilian composition', 'classical guitar']"
7049,Norm Hamlet,male,American_male_guitarists,Norm Hamlet,['steel guitar']
7051,Norma Jean Wright,female,African-American_female_singers,Norma Jean Wright,"['deep disco', 'post-disco']"
7052,Norma O'Hara Murphy,female,Australian_female_singers,Norma O'Hara Murphy,['classic australian country']
7053,Norma Tanega,female,American_female_singers,Norma Tanega,['psychedelic folk rock']
7054,Norma Winstone,female,English_female_singers,Norma Winstone,"['contemporary jazz', 'ecm-style jazz', 'vocal jazz']"
7055,Norman Blake,male,American_country_singers,Norman Blake,"['appalachian folk', 'bluegrass', 'instrumental bluegrass', 'old-time', 'progressive bluegrass', 'traditional folk']"
7056,Norman Greenbaum,male,American_male_singers,Norman Greenbaum,['classic rock']
7057,Normie Rowe,male,Australian_male_singers,Normie Rowe,"['australian rock', 'cabaret']"
7058,Northcote,male,Canadian_male_singers,Northcote,['canadian singer-songwriter']
7059,Norton Buffalo,male,American_country_singers,Norton Buffalo,['harmonica blues']
7060,Nosfell,male,Male_guitarists,Nosfell,['french rock']
7061,Nottz,male,African-American_male_rappers,Nottz,['alternative hip hop']
7063,Noé Willer,male,French_male_singers,Noé Willer,['classic french pop']
7065,Noël Akchoté,male,Male_guitarists,Noël Akchoté,"['avant-garde', 'avant-garde jazz', 'free improvisation', 'free jazz', 'microtonal']"
7067,Noëlle Cordier,female,French_female_singers,Noëlle Cordier,['ye ye']
7068,Nuala Kennedy,female,Irish_female_singers,Nuala Kennedy,['irish flute']
7069,Numskull,male,African-American_male_rappers,Numskull,['hyphy']
7070,Nuno Mindelis,male,Male_guitarists,Nuno Mindelis,['brazilian blues']
7071,Nydia Rojas,female,American_female_singers,Nydia Rojas,['ranchera']
7072,Nyzzy Nyce,male,African-American_male_rappers,Nyzzy Nyce,['deep underground hip hop']
7073,Nâdiya,female,French_female_singers,Nâdiya,"['francoton', 'french pop']"
7074,O.T. Genasis,male,African-American_male_rappers,O.T. Genasis,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']"
7075,OG Maco,male,African-American_male_rappers,OG Maco,"['atl hip hop', 'trap', 'underground hip hop', 'vapor trap']"
7077,Obie Trice,male,African-American_male_rappers,Obie Trice,"['detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
7078,Octahvia,female,American_female_singers,Octahvia,['diva house']
7080,Odd Nordstoga,male,Male_guitarists,Odd Nordstoga,"['classic norwegian pop', 'norwegian indie', 'norwegian pop', 'norwegian rock']"
7081,Oddisee,male,African-American_male_rappers,Oddisee,"['alternative hip hop', 'dmv rap', 'hip hop', 'sudanese pop']"
7082,Odetta,female,African-American_female_singers,Odetta,"['american folk revival', 'blues', 'folk', 'traditional blues', 'traditional folk']"
7083,Ol' Dirty Bastard,male,African-American_male_rappers,Ol' Dirty Bastard,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
7084,Ola Håkansson,male,Swedish_male_singers,Ola Håkansson,['barnmusik']
7085,Ola Magnell,male,Swedish_male_singers,Ola Magnell,"['classic swedish pop', 'folkmusik']"
7086,Old Sea Brigade,male,American_male_singer-songwriters,Old Sea Brigade,"['chamber pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'pop folk']"
7087,Oleta Adams,female,African-American_female_singers,Oleta Adams,['quiet storm']
7088,Oliver Cheatham,male,African-American_male_singers,Oliver Cheatham,['post-disco']
7089,Oliver Gannon,male,Male_guitarists,Oliver Gannon,['jazz guitar']
7093,Olivia Chaney,female,English_female_singers,Olivia Chaney,['traditional british folk']
7094,Olivia Holt,female,American_female_pop_singers,Olivia Holt,"['post-teen pop', 'social media pop']"
7095,Olivia Newton-John,female,Australian_female_pop_singers,Olivia Newton-John,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']"
7096,Olivia O'Brien,female,American_female_singer-songwriters,Olivia O'Brien,"['dance pop', 'pop', 'post-teen pop']"
7097,Olivier Dion,male,Canadian_male_singers,Olivier Dion,['francoton']
7098,Olivier Libaux,male,Male_guitarists,Olivier Libaux,['nouvelle chanson francaise']
7099,Olle Adolphson,male,Swedish_male_singers,Olle Adolphson,"['classic swedish pop', 'folkmusik', 'swedish jazz', 'vintage swedish pop']"
7100,Olly Murs,male,English_male_singers,Olly Murs,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']"
7101,Omar Kent Dykes,male,American_male_guitarists,Omar Kent Dykes,['texas blues']
7103,Omarion,male,African-American_male_singers,Omarion,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
7104,Omillio Sparks,male,African-American_male_rappers,Omillio Sparks,['philly rap']
7105,One Little Plane,female,American_female_singers,One Little Plane,['folktronica']
7106,Onie Wheeler,male,American_country_singers,Onie Wheeler,"['rockabilly', 'traditional rockabilly']"
7107,Onry Ozzborn,male,American_male_rappers,Onry Ozzborn,"['abstract hip hop', 'underground rap']"
7108,Open Mike Eagle,male,African-American_male_rappers,Open Mike Eagle,"['abstract hip hop', 'alternative hip hop', 'escape room']"
7109,Orelsan,male,French_male_singers,Orelsan,"['francoton', 'french hip hop', 'rap conscient']"
7110,Orenda Fink,female,American_female_singers,Orenda Fink,"['alabama indie', 'omaha indie']"
7111,Orhan Demir,male,Male_guitarists,Orhan Demir,"['chalga', 'oyun havasi']"
7112,Orianthi,female,Australian_female_pop_singers,Orianthi,['candy pop']
7113,Orikal Uno,male,American_male_rappers,Orikal Uno,['minnesota hip hop']
7114,Orla Gartland,female,Irish_female_singers,Orla Gartland,"['indie pop', 'irish pop']"
7116,Oscar Castro-Neves,male,Male_guitarists,Oscar Castro-Neves,['bossa nova']
7117,Oscar Danielson,male,Swedish_male_singers,Oscar Danielson,['swedish singer-songwriter']
7118,Oscar Ghiglia,male,Male_guitarists,Oscar Ghiglia,['classical guitar']
7119,Oscar Herrero,male,Male_guitarists,Oscar Herrero,"['flamenco', 'flamenco guitar']"
7120,Oscar Peñas,male,Male_guitarists,Oscar Peñas,['spanish jazz']
7122,Oscar Zia,male,Swedish_male_singers,Oscar Zia,"['europop', 'swedish idol pop', 'swedish pop']"
7124,Otis Clay,male,American_male_singers,Otis Clay,"['chicago soul', 'memphis soul', 'soul', 'soul blues', 'southern soul']"
7125,Otis Gibbs,male,American_country_singers,Otis Gibbs,"['alternative country', 'roots americana']"
7126,Otis Grand,male,American_male_guitarists,Otis Grand,['blues']
7127,Otis Leavill,male,American_male_singers,Otis Leavill,"['chicago soul', 'deep northern soul']"
7128,Otis Redding,male,African-American_male_singers,Otis Redding,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']"
7129,Otis Rush,male,American_male_guitarists,Otis Rush,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues', 'traditional blues']"
7130,Otis Taylor,male,American_male_guitarists,Otis Taylor,"['acoustic blues', 'blues', 'country blues', 'modern blues']"
7131,Ottmar Liebert,male,Male_guitarists,Ottmar Liebert,"['flamenco', 'flamenco guitar', 'rumba']"
7132,Outasight,male,American_male_rappers,Outasight,['indie pop rap']
7133,Owen Blundell,male,Australian_male_singers,Owen Blundell,['yodeling']
7134,Owen Pallett,male,Canadian_male_singers,Owen Pallett,['chamber pop']
7135,Owen Temple,male,American_country_singers,Owen Temple,['texas country']
7136,Owl Eyes,female,Australian_female_singers,Owl Eyes,"['australian alternative pop', 'australian indie']"
7137,Owsley,male,American_male_guitarists,Owsley,"['jangle pop', 'power pop', 'underground power pop']"
7138,Oyinda,female,English_female_singer-songwriters,Oyinda,"['neo r&b', 'vapor pop']"
7139,Ozzy Osbourne,male,English_male_singers,Ozzy Osbourne,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']"
7141,P.O.S,male,African-American_male_rappers,P.O.S,"['abstract hip hop', 'minnesota hip hop']"
7142,PBN,male,English_male_singers,PBN,"['bhangra', 'desi pop', 'punjabi pop']"
7143,PJ Harvey,female,English_female_singer-songwriters,PJ Harvey,"['alternative rock', 'art pop', 'art rock', 'chamber pop', 'garage rock', 'indie rock', 'melancholia', 'permanent wave', 'piano rock', 'rock', 'singer-songwriter']"
7144,PJ Morton,male,African-American_male_singers,PJ Morton,"['gospel', 'indie r&b', 'indie soul', 'neo soul', 'r&b', 'urban contemporary']"
7145,Pablo Gómez,male,Male_guitarists,Pablo Gómez,['lldm']
7146,Pablo Milanés,male,Male_songwriters,Pablo Milanés,"['bolero', 'bolero cubano', 'cantautor', 'nueva cancion', 'trova']"
7148,Pablo Sainz Villegas,male,Male_guitarists,Pablo Sainz Villegas,['classical guitar']
7149,PackFM,male,African-American_male_rappers,PackFM,['underground rap']
7150,Paco Cepero,male,Male_guitarists,Paco Cepero,"['cante flamenco', 'flamenco', 'flamenco guitar']"
7151,Paco Peña,male,Male_guitarists,Paco Peña,"['flamenco', 'flamenco guitar', 'rumba']"
7152,Paco Serrano,male,Male_guitarists,Paco Serrano,['flamenco guitar']
7153,Paco de Lucía,male,Male_guitarists,Paco de Lucía,"['cuban rumba', 'flamenco', 'flamenco guitar', 'rumba']"
7154,Paddy Reilly,male,Male_guitarists,Paddy Reilly,"['celtic', 'irish country', 'irish folk']"
7155,Paigey Cakey,female,English_female_rappers,Paigey Cakey,['london rap']
7156,Paloma Faith,female,English_female_pop_singers,Paloma Faith,"['british soul', 'dance pop', 'europop', 'pop']"
7157,Paloma Ford,female,American_female_singers,Paloma Ford,['deep pop r&b']
7158,Pam Tillis,female,American_female_country_singers,Pam Tillis,"['country', 'country dawn']"
7159,Pamela Spence,female,Female_rock_singers,Pamela Spence,['turkish rock']
7160,Pamela Z,female,African-American_female_singers,Pamela Z,['experimental vocal']
7161,Panda Bear,male,American_male_singers,Panda Bear,"['art pop', 'chamber pop', 'chillwave', 'collage pop', 'dance-punk', 'dream pop', 'experimental pop', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'new rave', 'noise pop', 'noise rock', 'nu gaze']"
7162,Pandora,female,Swedish_female_singers,Pandora,"['eurodance', 'grupera', 'latin', 'latin pop']"
7163,Paolo Nutini,male,Male_guitarists,Paolo Nutini,"['british soul', 'modern rock', 'neo mellow', 'scottish singer-songwriter']"
7165,Papa Charlie Jackson,male,American_male_singers,Papa Charlie Jackson,"['banjo', 'country blues', 'traditional blues']"
7166,Papoose,male,African-American_male_rappers,Papoose,"['battle rap', 'hardcore hip hop']"
7167,Pappo,male,Male_guitarists,Pappo,"['argentine heavy metal', 'argentine rock', 'latin alternative', 'latin metal', 'latin rock', 'rock en espanol', 'rock nacional']"
7169,Paris Bennett,female,African-American_female_singers,Paris Bennett,['idol']
7171,Paris Hilton,female,American_female_pop_singers,Paris Hilton,"['dance pop', 'post-teen pop', 'strut']"
7173,Pascal Obispo,male,French_male_singers,Pascal Obispo,"['chanson', 'french pop']"
7174,Pascal Parisot,male,French_male_singers,Pascal Parisot,['nouvelle chanson francaise']
7175,Passenger,male,English_male_singers,Passenger,"['folk-pop', 'neo mellow', 'pop', 'pop rock']"
7176,Pastor Troy,male,African-American_male_rappers,Pastor Troy,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
7177,Pat Alger,male,American_country_singers,Pat Alger,['contemporary folk']
7178,Pat Benatar,female,American_female_rock_singers,Pat Benatar,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']"
7179,Pat Boone,male,American_crooners,Pat Boone,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
7180,Pat Carroll,female,Australian_female_pop_singers,Pat Carroll,"['disney', 'movie tunes']"
7181,Pat Cupp,male,American_male_guitarists,Pat Cupp,"['rockabilly', 'traditional rockabilly']"
7182,Pat Donohue,male,American_male_guitarists,Pat Donohue,['fingerstyle']
7183,Pat Green,male,American_country_singers,Pat Green,['texas country']
7184,Pat Hare,male,American_male_guitarists,Pat Hare,['memphis blues']
7185,Pat Kilroy,male,American_male_singer-songwriters,Pat Kilroy,['psychedelic folk']
7186,Pat Kirtley,male,American_male_guitarists,Pat Kirtley,['fingerstyle']
7189,Pat Travers,male,Canadian_male_singers,Pat Travers,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock', 'southern rock']"
7191,Patachou,female,French_female_singers,Patachou,['vintage chanson']
7193,Patina Miller,female,African-American_female_singers,Patina Miller,"['broadway', 'hollywood', 'show tunes']"
7194,Pato Banton,male,British_male_singers,Pato Banton,"['reggae', 'uk reggae']"
7195,Patrice Rushen,female,African-American_female_singers,Patrice Rushen,"['disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
7196,Patricia Barber,female,American_female_jazz_singers,Patricia Barber,"['contemporary vocal jazz', 'vocal jazz']"
